record_id,date,record_type,severity,service,owner,status,linked_jira,linked_pr,linked_incident,summary,evidence
DRA-00556,2021-03-04,open_question,,payment-orchestrator,Fatima Noor,mitigated,ATLAS-1823,PR-8614,PD-2406,Open_Question for payment-orchestrator: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00557,2021-03-06,assumption,,loyalty-service,Harper Lee,closed,ATLAS-2739,PR-8776,,Assumption for loyalty-service: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00558,2021-03-08,blocker,low,search-recommendations,Priya Nair,watching,ATLAS-6049,PR-8445,,Blocker for search-recommendations: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00559,2021-03-10,decision,,search-recommendations,Noah Evans,accepted,ATLAS-4139,PR-6900,,Decision for search-recommendations: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00560,2021-03-11,assumption,,cart-service,Owen Brooks,watching,ATLAS-5028,PR-10458,PD-2243,Assumption for cart-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00561,2021-03-13,blocker,critical,auth-gateway,Noah Evans,accepted,ATLAS-5045,PR-5835,,Blocker for auth-gateway: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00562,2021-03-15,open_question,,auth-gateway,Priya Nair,accepted,ATLAS-1628,PR-7856,PD-2765,Open_Question for auth-gateway: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00563,2021-03-17,risk,medium,checkout-api,Ben Carter,closed,ATLAS-2149,PR-5675,,Risk for checkout-api: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00564,2021-03-19,assumption,,cart-service,Dmitri Volkov,watching,ATLAS-2116,PR-9267,,Assumption for cart-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00565,2021-03-21,risk,critical,order-ledger,Noah Evans,mitigated,ATLAS-2579,PR-8292,,Risk for order-ledger: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00566,2021-03-22,decision,,loyalty-service,Aisha Khan,open,ATLAS-2169,PR-8159,,Decision for loyalty-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00567,2021-03-24,open_question,,auth-gateway,Ben Carter,open,ATLAS-4037,PR-5008,PD-2071,Open_Question for auth-gateway: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00568,2021-03-26,risk,low,analytics-pipeline,Mateo Garcia,mitigated,ATLAS-6025,PR-6631,,Risk for analytics-pipeline: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00569,2021-03-28,open_question,,inventory-reservation,Mateo Garcia,closed,ATLAS-4786,PR-10858,,Open_Question for inventory-reservation: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00570,2021-03-30,decision,,tax-service,Iris Wang,open,ATLAS-6127,PR-11591,,Decision for tax-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00571,2021-03-31,blocker,high,analytics-pipeline,Sara Novak,mitigated,ATLAS-4614,PR-8124,,Blocker for analytics-pipeline: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00572,2021-04-02,blocker,low,inventory-reservation,Anika Sharma,open,ATLAS-2853,PR-8447,,Blocker for inventory-reservation: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00573,2021-04-04,assumption,,notification-service,Priya Nair,watching,ATLAS-2511,PR-6398,PD-2546,Assumption for notification-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00574,2021-04-06,action,,tax-service,Ben Carter,accepted,ATLAS-3782,PR-5478,,Action for tax-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00575,2021-04-08,assumption,,notification-service,Ravi Patel,mitigated,ATLAS-4191,PR-5447,,Assumption for notification-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00576,2021-04-09,action,,search-recommendations,Elena Petrova,accepted,ATLAS-2180,PR-7620,,Action for search-recommendations: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00577,2021-04-11,blocker,medium,notification-service,Ravi Patel,mitigated,ATLAS-5810,PR-7414,PD-2501,Blocker for notification-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00578,2021-04-13,assumption,,search-recommendations,Ben Carter,watching,ATLAS-1968,PR-6137,,Assumption for search-recommendations: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00579,2021-04-15,risk,high,analytics-pipeline,Priya Nair,watching,ATLAS-2959,PR-10861,PD-2899,Risk for analytics-pipeline: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00580,2021-04-17,assumption,,payment-orchestrator,Anika Sharma,watching,ATLAS-4205,PR-6391,,Assumption for payment-orchestrator: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00581,2021-04-19,assumption,,payment-orchestrator,Owen Brooks,mitigated,ATLAS-4483,PR-8242,,Assumption for payment-orchestrator: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00582,2021-04-20,risk,critical,order-ledger,Victor Silva,accepted,ATLAS-1243,PR-7845,,Risk for order-ledger: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00583,2021-04-22,assumption,,payment-orchestrator,Nora Singh,accepted,ATLAS-1779,PR-10855,,Assumption for payment-orchestrator: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00584,2021-04-24,risk,critical,cart-service,Sara Novak,closed,ATLAS-4741,PR-5701,,Risk for cart-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00585,2021-04-26,blocker,critical,loyalty-service,Samir Rao,accepted,ATLAS-2491,PR-9921,,Blocker for loyalty-service: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00586,2021-04-28,decision,,loyalty-service,Priya Nair,mitigated,ATLAS-3424,PR-9889,PD-2188,Decision for loyalty-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00587,2021-04-29,action,,payment-orchestrator,Maya Chen,accepted,ATLAS-4826,PR-11377,,Action for payment-orchestrator: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00588,2021-05-01,blocker,critical,checkout-api,Sara Novak,closed,ATLAS-5111,PR-6042,,Blocker for checkout-api: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00589,2021-05-03,risk,high,payment-orchestrator,Harper Lee,mitigated,ATLAS-1920,PR-10982,,Risk for payment-orchestrator: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00590,2021-05-05,open_question,,cart-service,Sara Novak,open,ATLAS-3858,PR-6573,,Open_Question for cart-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00591,2021-05-07,action,,analytics-pipeline,Owen Brooks,open,ATLAS-3115,PR-9200,PD-2032,Action for analytics-pipeline: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00592,2021-05-09,open_question,,tax-service,Ravi Patel,open,ATLAS-1784,PR-7648,,Open_Question for tax-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00593,2021-05-10,blocker,critical,pricing-engine,Owen Brooks,mitigated,ATLAS-5660,PR-5483,,Blocker for pricing-engine: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00594,2021-05-12,assumption,,payment-orchestrator,Nora Singh,accepted,ATLAS-3331,PR-5879,,Assumption for payment-orchestrator: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00595,2021-05-14,open_question,,auth-gateway,Maya Chen,open,ATLAS-1509,PR-10186,,Open_Question for auth-gateway: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00596,2021-05-16,assumption,,analytics-pipeline,Nora Singh,watching,ATLAS-2552,PR-11850,,Assumption for analytics-pipeline: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00597,2021-05-18,blocker,critical,cart-service,Priya Nair,accepted,ATLAS-4878,PR-9213,,Blocker for cart-service: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00598,2021-05-19,assumption,,loyalty-service,Victor Silva,watching,ATLAS-2868,PR-12454,,Assumption for loyalty-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00599,2021-05-21,blocker,low,analytics-pipeline,Jon Bell,accepted,ATLAS-4873,PR-8022,,Blocker for analytics-pipeline: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00600,2021-05-23,risk,medium,tax-service,Victor Silva,accepted,ATLAS-5928,PR-5517,,Risk for tax-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00601,2021-05-25,decision,,payment-orchestrator,Owen Brooks,open,ATLAS-6008,PR-9007,,Decision for payment-orchestrator: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00602,2021-05-27,risk,high,auth-gateway,Harper Lee,watching,ATLAS-1387,PR-11371,,Risk for auth-gateway: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00603,2021-05-29,blocker,medium,tax-service,Samir Rao,accepted,ATLAS-5846,PR-11108,,Blocker for tax-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00604,2021-05-30,risk,critical,tax-service,Victor Silva,watching,ATLAS-2530,PR-6446,PD-2312,Risk for tax-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00605,2021-06-01,decision,,notification-service,Sara Novak,open,ATLAS-5625,PR-5954,,Decision for notification-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00606,2021-06-03,decision,,order-ledger,Harper Lee,open,ATLAS-5152,PR-7229,,Decision for order-ledger: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00607,2021-06-05,assumption,,order-ledger,Iris Wang,accepted,ATLAS-4001,PR-10546,,Assumption for order-ledger: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
