event_id,event_type,repo,branch,pr_id,commit_sha,release_id,title,author,created_at,merged_at,status,files_changed,additions,deletions,linked_issues,linked_incidents,services,risk_notes,review_outcome
GH-01920,review,atlas-orders,hotfix-inventory-reservation-2020,PR-6920,00007800429b,,"inventory-reservation: update runbook, dashboards, and alert thresholds",Anika Sharma,2020-06-07,2020-06-15,released,37,472,339,ATLAS-5128,,inventory-reservation,low risk,auto merged
GH-01921,commit,atlas-infra,hotfix-search-recommendations-2020,,00007816407e,,search-recommendations: reduce latency and improve retry behavior,Grace Kim,2020-06-07,,released,30,1116,834,ATLAS-4438;ATLAS-1191;ATLAS-5530,,search-recommendations,low risk,approved
GH-01922,review,atlas-orders,main-loyalty-service-2020,PR-6922,0000782e6b54,,loyalty-service: reduce latency and improve retry behavior,Sara Novak,2020-06-06,2020-06-08,approved,26,773,841,ATLAS-5330,,loyalty-service,requires rollback plan,release captain approved
GH-01923,commit,atlas-web,feature-tax-service-2020,PR-6923,000078360767,,tax-service: reduce latency and improve retry behavior,Iris Wang,2020-06-05,,open,2,377,687,ATLAS-1056;ATLAS-3399,PD-2112,tax-service,watch p95 latency,changes requested
GH-01924,pull_request,atlas-data,release-tax-service-2020,PR-6924,00007848c23c,,tax-service: migrate legacy path behind feature flag,Priya Nair,2020-06-05,2020-06-11,merged,4,144,65,ATLAS-1709,,tax-service,requires rollback plan,approved
GH-01925,pull_request,atlas-payments,hotfix-cart-service-2020,PR-6925,00007854328b,,"cart-service: update runbook, dashboards, and alert thresholds",Aisha Khan,2020-06-07,2020-06-10,released,21,226,728,ATLAS-6137;ATLAS-2589,PD-2596,cart-service,needs QA evidence,approved
GH-01926,commit,atlas-checkout,release-tax-service-2020,PR-6926,00007864e244,,tax-service: migrate legacy path behind feature flag,Iris Wang,2020-06-05,,closed,11,689,61,ATLAS-2183;ATLAS-4070;ATLAS-6053,,tax-service,requires rollback plan,changes requested
GH-01927,commit,atlas-mobile,hotfix-payment-orchestrator-2020,,00007872b710,,payment-orchestrator: reduce latency and improve retry behavior,Dmitri Volkov,2020-06-10,,merged,21,898,45,ATLAS-2920;ATLAS-1031,PD-2228,payment-orchestrator,needs QA evidence,approved
GH-01928,commit,atlas-infra,hotfix-cart-service-2020,,0000788f6bc0,,cart-service: migrate legacy path behind feature flag,Jon Bell,2020-06-06,,approved,23,1294,571,ATLAS-1770;ATLAS-2395;ATLAS-1629,PD-2651,cart-service,database migration risk,release captain approved
GH-01929,commit,atlas-payments,feature-auth-gateway-2020,,000078909cc7,,auth-gateway: migrate legacy path behind feature flag,Kim Tan,2020-06-08,,merged,24,1039,35,ATLAS-1709,,auth-gateway,watch p95 latency,approved
GH-01930,commit,atlas-orders,feature-cart-service-2020,,000078aca321,,"cart-service: update runbook, dashboards, and alert thresholds",Noah Evans,2020-06-07,,approved,42,1176,842,ATLAS-4177,,cart-service,watch p95 latency,auto merged
GH-01931,pull_request,atlas-web,feature-payment-orchestrator-2020,PR-6931,000078b27907,,payment-orchestrator: fix incident follow-up and regression tests,Anika Sharma,2020-06-07,2020-06-12,merged,29,840,440,ATLAS-3610;ATLAS-6061;ATLAS-4417,,payment-orchestrator,low risk,approved
GH-01932,review,atlas-payments,hotfix-analytics-pipeline-2020,PR-6932,000078cc4c62,,analytics-pipeline: add source-grounded validation for rollout,Ben Carter,2020-06-08,2020-06-17,approved,3,300,714,ATLAS-1042;ATLAS-4672,,analytics-pipeline,low risk,auto merged
GH-01933,pull_request,atlas-infra,feature-loyalty-service-2020,PR-6933,000078d6cea9,,loyalty-service: reduce latency and improve retry behavior,Jon Bell,2020-06-10,2020-06-15,closed,39,739,640,ATLAS-4102;ATLAS-5319;ATLAS-2886,,loyalty-service,watch p95 latency,auto merged
GH-01934,commit,atlas-orders,hotfix-inventory-reservation-2020,,000078eb6458,,inventory-reservation: fix incident follow-up and regression tests,Luca Moretti,2020-06-09,,approved,26,764,505,ATLAS-5882;ATLAS-3671,PD-2295,inventory-reservation,low risk,auto merged
GH-01935,review,atlas-web,main-cart-service-2020,PR-6935,000078f5e71e,,cart-service: reduce latency and improve retry behavior,Nora Singh,2020-06-11,2020-06-16,approved,8,1105,569,ATLAS-5950;ATLAS-2367;ATLAS-4930,,cart-service,watch p95 latency,auto merged
GH-01936,pull_request,atlas-observability,release-order-ledger-2020,PR-6936,0000790d30a8,,order-ledger: reduce latency and improve retry behavior,Dmitri Volkov,2020-06-10,2020-06-12,merged,27,981,612,ATLAS-2347;ATLAS-4139;ATLAS-3088,PD-2424,order-ledger,watch p95 latency,changes requested
GH-01937,commit,atlas-mobile,hotfix-analytics-pipeline-2020,,00007910cb29,,analytics-pipeline: migrate legacy path behind feature flag,Aisha Khan,2020-06-13,,approved,9,653,675,ATLAS-2278,PD-2178,analytics-pipeline,watch p95 latency,changes requested
GH-01938,release,atlas-observability,hotfix-tax-service-2020,PR-6938,0000792324b9,REL-2020.2.18,tax-service: add source-grounded validation for rollout,Iris Wang,2020-06-13,,released,22,93,781,ATLAS-3319;ATLAS-4196,PD-2334,tax-service,requires rollback plan,changes requested
GH-01939,commit,atlas-mobile,release-notification-service-2020,,000079399e6c,,notification-service: migrate legacy path behind feature flag,Victor Silva,2020-06-10,,open,27,474,351,ATLAS-3006;ATLAS-2037,,notification-service,watch p95 latency,changes requested
GH-01940,pull_request,atlas-checkout,main-auth-gateway-2020,PR-6940,00007944a2e7,,auth-gateway: reduce latency and improve retry behavior,Anika Sharma,2020-06-15,2020-06-16,open,19,1115,854,ATLAS-4768;ATLAS-3762;ATLAS-3772,PD-2396,auth-gateway,database migration risk,changes requested
GH-01941,commit,atlas-mobile,main-search-recommendations-2020,PR-6941,0000795153f5,,search-recommendations: fix incident follow-up and regression tests,Sara Novak,2020-06-11,,closed,23,308,183,ATLAS-4083,,search-recommendations,low risk,changes requested
GH-01942,pull_request,atlas-payments,release-analytics-pipeline-2020,PR-6942,00007965ced1,,"analytics-pipeline: update runbook, dashboards, and alert thresholds",Victor Silva,2020-06-13,2020-06-20,approved,4,1353,767,ATLAS-5990,,analytics-pipeline,needs QA evidence,changes requested
GH-01943,review,atlas-infra,hotfix-auth-gateway-2020,PR-6943,0000797a0b7d,,"auth-gateway: update runbook, dashboards, and alert thresholds",Priya Nair,2020-06-15,2020-06-23,released,3,276,554,ATLAS-5724,,auth-gateway,needs QA evidence,changes requested
GH-01944,pull_request,atlas-web,hotfix-order-ledger-2020,PR-6944,000079804429,,"order-ledger: update runbook, dashboards, and alert thresholds",Victor Silva,2020-06-15,2020-06-21,merged,31,678,463,ATLAS-1151;ATLAS-5954;ATLAS-3413,,order-ledger,requires rollback plan,changes requested
GH-01945,review,atlas-web,feature-analytics-pipeline-2020,PR-6945,0000799f7d9d,,"analytics-pipeline: update runbook, dashboards, and alert thresholds",Priya Nair,2020-06-13,2020-06-22,merged,34,203,817,ATLAS-1457;ATLAS-2965;ATLAS-6078,PD-2289,analytics-pipeline,database migration risk,approved
GH-01946,commit,atlas-infra,main-notification-service-2020,,000079a05c37,,"notification-service: update runbook, dashboards, and alert thresholds",Grace Kim,2020-06-17,,open,5,1129,277,ATLAS-2748;ATLAS-4357,PD-2420,notification-service,database migration risk,auto merged
GH-01947,pull_request,atlas-orders,feature-payment-orchestrator-2020,PR-6947,000079b84b8d,,payment-orchestrator: reduce latency and improve retry behavior,Dmitri Volkov,2020-06-13,2020-06-20,closed,3,492,39,ATLAS-3194;ATLAS-4258;ATLAS-3558,,payment-orchestrator,low risk,approved
GH-01948,pull_request,atlas-mobile,release-cart-service-2020,PR-6948,000079c768b9,,"cart-service: update runbook, dashboards, and alert thresholds",Maya Chen,2020-06-15,2020-06-20,merged,13,985,140,ATLAS-5378,PD-2641,cart-service,needs QA evidence,approved
GH-01949,commit,atlas-checkout,hotfix-loyalty-service-2020,PR-6949,000079dbaeca,,loyalty-service: migrate legacy path behind feature flag,Yara Haddad,2020-06-17,,closed,39,653,178,ATLAS-4821;ATLAS-1817,,loyalty-service,needs QA evidence,release captain approved
GH-01950,commit,atlas-mobile,release-auth-gateway-2020,,000079e96038,,"auth-gateway: update runbook, dashboards, and alert thresholds",Noah Evans,2020-06-18,,released,30,385,54,ATLAS-2467;ATLAS-3208;ATLAS-1237,PD-2445,auth-gateway,needs QA evidence,changes requested
GH-01951,pull_request,atlas-mobile,main-analytics-pipeline-2020,PR-6951,000079ff5fd9,,"analytics-pipeline: update runbook, dashboards, and alert thresholds",Theo Martin,2020-06-19,2020-06-23,approved,14,275,365,ATLAS-2177,PD-2151,analytics-pipeline,low risk,release captain approved
GH-01952,commit,atlas-checkout,release-pricing-engine-2020,,00007a0f3770,,pricing-engine: add source-grounded validation for rollout,Theo Martin,2020-06-16,,approved,27,1137,136,ATLAS-2702,PD-2508,pricing-engine,low risk,approved
GH-01953,pull_request,atlas-observability,feature-order-ledger-2020,PR-6953,00007a1fbcfb,,order-ledger: reduce latency and improve retry behavior,Priya Nair,2020-06-20,2020-06-27,closed,22,1059,256,ATLAS-6008;ATLAS-5025,,order-ledger,database migration risk,approved
GH-01954,pull_request,atlas-orders,main-analytics-pipeline-2020,PR-6954,00007a25d469,,"analytics-pipeline: update runbook, dashboards, and alert thresholds",Priya Nair,2020-06-18,2020-06-24,closed,7,1040,395,ATLAS-1718,,analytics-pipeline,watch p95 latency,changes requested
GH-01955,review,atlas-checkout,feature-payment-orchestrator-2020,PR-6955,00007a34c67a,,payment-orchestrator: reduce latency and improve retry behavior,Iris Wang,2020-06-17,2020-06-20,closed,29,1160,167,ATLAS-2926;ATLAS-3900;ATLAS-5557,,payment-orchestrator,low risk,approved
GH-01956,pull_request,atlas-web,release-loyalty-service-2020,PR-6956,00007a48b415,,"loyalty-service: update runbook, dashboards, and alert thresholds",Nora Singh,2020-06-17,2020-06-24,merged,42,878,337,ATLAS-5998;ATLAS-3665,,loyalty-service,watch p95 latency,release captain approved
GH-01957,commit,atlas-mobile,feature-auth-gateway-2020,,00007a5d8033,,auth-gateway: reduce latency and improve retry behavior,Theo Martin,2020-06-18,,merged,22,845,623,ATLAS-2152;ATLAS-2381;ATLAS-2506,,auth-gateway,requires rollback plan,changes requested
GH-01958,commit,atlas-mobile,release-tax-service-2020,,00007a603041,,tax-service: add source-grounded validation for rollout,Jon Bell,2020-06-22,,merged,34,473,109,ATLAS-4588,PD-2341,tax-service,watch p95 latency,auto merged
GH-01959,pull_request,atlas-checkout,hotfix-loyalty-service-2020,PR-6959,00007a7932cc,,loyalty-service: reduce latency and improve retry behavior,Maya Chen,2020-06-19,2020-06-25,merged,34,1264,756,ATLAS-2720,PD-2125,loyalty-service,database migration risk,auto merged
GH-01960,commit,atlas-payments,release-auth-gateway-2020,,00007a823102,,auth-gateway: reduce latency and improve retry behavior,Luca Moretti,2020-06-22,,released,30,881,515,ATLAS-5453;ATLAS-4051;ATLAS-2159,,auth-gateway,requires rollback plan,changes requested
GH-01961,commit,atlas-mobile,feature-checkout-api-2020,,00007a9d3d69,,checkout-api: add source-grounded validation for rollout,Grace Kim,2020-06-20,,merged,3,838,260,ATLAS-5722;ATLAS-1043,,checkout-api,needs QA evidence,auto merged
GH-01962,pull_request,atlas-mobile,hotfix-notification-service-2020,PR-6962,00007aad4dd2,,notification-service: reduce latency and improve retry behavior,Anika Sharma,2020-06-22,2020-06-25,merged,40,722,845,ATLAS-4343;ATLAS-5237,,notification-service,requires rollback plan,release captain approved
GH-01963,pull_request,atlas-checkout,main-checkout-api-2020,PR-6963,00007ab75cf6,,"checkout-api: update runbook, dashboards, and alert thresholds",Ravi Patel,2020-06-21,2020-06-29,merged,38,1380,31,ATLAS-2558;ATLAS-1767;ATLAS-5171,,checkout-api,needs QA evidence,release captain approved
GH-01964,commit,atlas-observability,release-tax-service-2020,,00007ac2d573,,tax-service: migrate legacy path behind feature flag,Jon Bell,2020-06-22,,closed,7,952,416,ATLAS-5220;ATLAS-4690;ATLAS-5967,,tax-service,needs QA evidence,approved
GH-01965,commit,atlas-orders,feature-analytics-pipeline-2020,,00007ade2198,,analytics-pipeline: migrate legacy path behind feature flag,Noah Evans,2020-06-24,,closed,33,1085,93,ATLAS-3946,PD-2263,analytics-pipeline,database migration risk,release captain approved
GH-01966,commit,atlas-infra,feature-tax-service-2020,,00007ae7bfa9,,tax-service: fix incident follow-up and regression tests,Owen Brooks,2020-06-23,,open,35,578,271,ATLAS-3818,PD-2426,tax-service,needs QA evidence,release captain approved
GH-01967,pull_request,atlas-orders,hotfix-order-ledger-2020,PR-6967,00007afa67a6,,order-ledger: reduce latency and improve retry behavior,Sara Novak,2020-06-25,2020-06-28,merged,5,1115,843,ATLAS-5328;ATLAS-3687,PD-2523,order-ledger,watch p95 latency,auto merged
GH-01968,review,atlas-orders,release-loyalty-service-2020,PR-6968,00007b0ddaa4,,loyalty-service: migrate legacy path behind feature flag,Aisha Khan,2020-06-21,2020-06-25,open,16,1155,224,ATLAS-3019,PD-2669,loyalty-service,database migration risk,changes requested
GH-01969,commit,atlas-infra,hotfix-notification-service-2020,,00007b14f8e8,,notification-service: reduce latency and improve retry behavior,Sara Novak,2020-06-24,,released,2,1325,867,ATLAS-2026;ATLAS-3707,PD-2117,notification-service,low risk,approved
GH-01970,pull_request,atlas-web,feature-cart-service-2020,PR-6970,00007b2850f4,,cart-service: migrate legacy path behind feature flag,Jon Bell,2020-06-22,2020-06-26,approved,18,1354,485,ATLAS-2682,PD-2798,cart-service,database migration risk,approved
GH-01971,commit,atlas-observability,release-payment-orchestrator-2020,,00007b343ff3,,payment-orchestrator: reduce latency and improve retry behavior,Fatima Noor,2020-06-27,,closed,13,873,546,ATLAS-5333;ATLAS-4032;ATLAS-2491,PD-2028,payment-orchestrator,watch p95 latency,changes requested
GH-01972,pull_request,atlas-data,hotfix-cart-service-2020,PR-6972,00007b4c603e,,cart-service: add source-grounded validation for rollout,Ravi Patel,2020-06-24,2020-06-30,open,6,274,528,ATLAS-4685,PD-2477,cart-service,low risk,auto merged
GH-01973,pull_request,atlas-data,main-order-ledger-2020,PR-6973,00007b5aa517,,"order-ledger: update runbook, dashboards, and alert thresholds",Yara Haddad,2020-06-24,2020-07-03,released,20,1367,113,ATLAS-4360;ATLAS-5507,PD-2846,order-ledger,needs QA evidence,approved
GH-01974,pull_request,atlas-orders,feature-notification-service-2020,PR-6974,00007b62b85a,,notification-service: reduce latency and improve retry behavior,Sara Novak,2020-06-25,2020-07-03,released,11,862,767,ATLAS-4008;ATLAS-5057;ATLAS-5599,,notification-service,needs QA evidence,changes requested
GH-01975,pull_request,atlas-payments,main-tax-service-2020,PR-6975,00007b788b35,,tax-service: add source-grounded validation for rollout,Kim Tan,2020-06-24,2020-06-25,approved,42,891,285,ATLAS-5189;ATLAS-1666;ATLAS-5912,PD-2026,tax-service,watch p95 latency,release captain approved
GH-01976,branch,atlas-observability,feature-pricing-engine-2020,PR-6976,00007b85fdf2,,pricing-engine: fix incident follow-up and regression tests,Anika Sharma,2020-06-26,,open,26,1088,420,ATLAS-1861,PD-2478,pricing-engine,needs QA evidence,release captain approved
GH-01977,commit,atlas-data,hotfix-tax-service-2020,,00007b965e3f,,tax-service: fix incident follow-up and regression tests,Iris Wang,2020-06-26,,closed,32,1378,15,ATLAS-3255,,tax-service,needs QA evidence,release captain approved
GH-01978,commit,atlas-mobile,feature-pricing-engine-2020,PR-6978,00007babac9b,,pricing-engine: migrate legacy path behind feature flag,Mateo Garcia,2020-06-29,,merged,7,1186,647,ATLAS-1117;ATLAS-3004,,pricing-engine,needs QA evidence,auto merged
GH-01979,review,atlas-checkout,hotfix-cart-service-2020,PR-6979,00007bb2be87,,"cart-service: update runbook, dashboards, and alert thresholds",Aisha Khan,2020-06-29,2020-07-04,open,42,202,397,ATLAS-1985,,cart-service,database migration risk,approved
GH-01980,branch,atlas-checkout,hotfix-loyalty-service-2020,,00007bcafaf1,,loyalty-service: migrate legacy path behind feature flag,Nora Singh,2020-06-30,,open,12,1393,641,ATLAS-4380;ATLAS-2087,,loyalty-service,database migration risk,approved
GH-01981,commit,atlas-checkout,feature-payment-orchestrator-2020,PR-6981,00007bd0ca2e,,payment-orchestrator: add source-grounded validation for rollout,Owen Brooks,2020-06-26,,closed,7,769,521,ATLAS-4023;ATLAS-4109;ATLAS-3148,,payment-orchestrator,watch p95 latency,changes requested
GH-01982,commit,atlas-web,hotfix-order-ledger-2020,,00007be48417,,order-ledger: add source-grounded validation for rollout,Nora Singh,2020-06-27,,approved,42,785,184,ATLAS-4949;ATLAS-5112;ATLAS-3772,PD-2113,order-ledger,requires rollback plan,changes requested
