issue_key,issue_type,epic,summary,status,priority,assignee,reporter,created,updated,sprint,due_date,story_points,service,component,phase,labels,linked_prs,linked_incidents,risk_or_blocker_notes,acceptance_criteria,business_impact
ATLAS-2714,Task,ATLAS-2681,Backfill data validation for analytics-pipeline,Done,High,Elena Petrova,Mateo Garcia,2021-01-12,2021-02-16,Sprint 069,2021-02-26,1,analytics-pipeline,data,Phase 3 Global Checkout,"3,analytics-pipeline,data,jira,risk",PR-6714,,Risk: analytics-pipeline can cause checkout drop if payment capture fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for analytics-pipeline; evidence links to PR-6714.",Improves checkout reliability and reduces manual support triage.
ATLAS-2715,Task,ATLAS-2681,Resolve customer escalation linked to auth-gateway,Done,Medium,Iris Wang,Nora Singh,2021-01-17,2021-02-12,Sprint 069,2021-01-24,1,auth-gateway,platform,Phase 3 Global Checkout,"3,auth-gateway,handoff,jira,platform",PR-6715,,Blocker: waiting on platform contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for auth-gateway; evidence links to PR-6715.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-2716,Bug,ATLAS-2681,Migrate analytics-pipeline dependency from legacy checkout,Closed,Medium,Aisha Khan,Samir Rao,2021-01-15,2021-02-25,Sprint 069,2021-01-29,8,analytics-pipeline,data,Phase 3 Global Checkout,"3,analytics-pipeline,data,handoff,jira",PR-6716,PD-2016,"Action: add monitoring, rollback owner, and KT note for analytics-pipeline.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for analytics-pipeline; evidence links to PR-6716.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-2717,Spike,ATLAS-2681,Implement loyalty-service contract for tax quote consistency,Done,High,Noah Evans,Samir Rao,2021-01-20,2021-01-27,Sprint 069,2021-03-21,5,loyalty-service,loyalty,Phase 3 Global Checkout,"3,handoff,jira,loyalty,loyalty-service",PR-6717,,"Action: add monitoring, rollback owner, and KT note for loyalty-service.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for loyalty-service; evidence links to PR-6717.",Closes audit gap for migration readiness and operational handoff.
ATLAS-2718,Spike,ATLAS-2681,Create rollback plan for tax-service,Done,High,Iris Wang,Yara Haddad,2021-01-18,2021-04-06,Sprint 069,2021-02-17,3,tax-service,tax,Phase 3 Global Checkout,"3,jira,kt,tax,tax-service",PR-6718,,Decision: owner Iris Wang to validate payment capture with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for tax-service; evidence links to PR-6718.",Closes audit gap for migration readiness and operational handoff.
ATLAS-2719,Story,ATLAS-2681,Document runbook for auth-gateway,Done,High,Harper Lee,Elena Petrova,2021-01-17,2021-01-25,Sprint 069,2021-01-24,2,auth-gateway,platform,Phase 3 Global Checkout,"3,auth-gateway,handoff,jira,platform",PR-6719,,Customer impact: support needs clear status if feature flag rollout breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for auth-gateway; evidence links to PR-6719.",Improves onboarding because new engineers can trace decision context.
ATLAS-2720,Bug,ATLAS-2681,Harden idempotency and retry behavior for tax-service,Closed,Medium,Mateo Garcia,Theo Martin,2021-01-23,2021-02-21,Sprint 069,2021-02-22,1,tax-service,tax,Phase 3 Global Checkout,"3,jira,risk,tax,tax-service",PR-6720,,"Action: add monitoring, rollback owner, and KT note for tax-service.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for tax-service; evidence links to PR-6720.",Closes audit gap for migration readiness and operational handoff.
ATLAS-2721,Task,ATLAS-2681,Resolve customer escalation linked to notification-service,Done,Medium,Harper Lee,Grace Kim,2021-01-19,2021-02-02,Sprint 069,2021-02-18,1,notification-service,messaging,Phase 3 Global Checkout,"3,handoff,jira,messaging,notification-service",,,Risk: notification-service can cause checkout drop if order confirmation fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for notification-service; evidence links to ATLAS-2721.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-2722,Story,ATLAS-2681,Resolve customer escalation linked to inventory-reservation,Closed,Medium,Jon Bell,Nora Singh,2021-01-22,2021-04-07,Sprint 069,2021-03-08,2,inventory-reservation,inventory,Phase 3 Global Checkout,"3,checkout,inventory,inventory-reservation,jira",PR-6722,,Decision: owner Jon Bell to validate idempotency with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to PR-6722.",Protects conversion during peak campaigns and regional launches.
ATLAS-2723,Incident Follow-up,ATLAS-2681,Harden idempotency and retry behavior for payment-orchestrator,Done,Medium,Nora Singh,Luca Moretti,2021-01-21,2021-02-19,Sprint 069,2021-02-04,5,payment-orchestrator,payments,Phase 3 Global Checkout,"3,jira,payment-orchestrator,payments,release",,,"Action: add monitoring, rollback owner, and KT note for payment-orchestrator.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for payment-orchestrator; evidence links to ATLAS-2723.",Protects conversion during peak campaigns and regional launches.
ATLAS-2724,Story,ATLAS-2681,Resolve customer escalation linked to pricing-engine,Done,Medium,Anika Sharma,Kim Tan,2021-01-20,2021-04-04,Sprint 069,2021-02-19,1,pricing-engine,pricing,Phase 3 Global Checkout,"3,jira,metrics,pricing,pricing-engine",,,Blocker: waiting on pricing contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for pricing-engine; evidence links to ATLAS-2724.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-2725,Story,ATLAS-2681,Reduce p95 latency in pricing-engine,Done,Critical,Samir Rao,Maya Chen,2021-01-23,2021-04-03,Sprint 069,2021-02-22,3,pricing-engine,pricing,Phase 3 Global Checkout,"3,jira,kt,pricing,pricing-engine",PR-6725,,Customer impact: support needs clear status if fraud rule evaluation breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for pricing-engine; evidence links to PR-6725.",Closes audit gap for migration readiness and operational handoff.
ATLAS-2726,Story,ATLAS-2681,Backfill data validation for inventory-reservation,Done,Medium,Aisha Khan,Yara Haddad,2021-01-23,2021-03-23,Sprint 069,2021-01-30,5,inventory-reservation,inventory,Phase 3 Global Checkout,"3,checkout,inventory,inventory-reservation,jira",,,Customer impact: support needs clear status if payment capture breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to ATLAS-2726.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-2727,Story,ATLAS-2681,Implement notification-service contract for queue lag,Done,Medium,Maya Chen,Grace Kim,2021-01-26,2021-01-28,Sprint 070,2021-02-16,3,notification-service,messaging,Phase 3 Global Checkout,"3,checkout,jira,messaging,notification-service",PR-6727,PD-2027,Customer impact: support needs clear status if queue lag breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for notification-service; evidence links to PR-6727.",Improves checkout reliability and reduces manual support triage.
ATLAS-2728,Story,ATLAS-2681,Fix feature flag rollout regression in payment-orchestrator,Closed,Critical,Fatima Noor,Maya Chen,2021-01-28,2021-03-31,Sprint 070,2021-03-29,13,payment-orchestrator,payments,Phase 3 Global Checkout,"3,handoff,jira,payment-orchestrator,payments",PR-6728,,"Action: add monitoring, rollback owner, and KT note for payment-orchestrator.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for payment-orchestrator; evidence links to PR-6728.",Protects conversion during peak campaigns and regional launches.
ATLAS-2729,Spike,ATLAS-2681,Add tracing and dashboard coverage for order-ledger,Done,Critical,Priya Nair,Grace Kim,2021-01-21,2021-02-27,Sprint 069,2021-03-22,3,order-ledger,orders,Phase 3 Global Checkout,"3,handoff,jira,order-ledger,orders",PR-6729,,"Action: add monitoring, rollback owner, and KT note for order-ledger.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for order-ledger; evidence links to PR-6729.",Closes audit gap for migration readiness and operational handoff.
ATLAS-2730,Story,ATLAS-2681,Migrate loyalty-service dependency from legacy checkout,Closed,Critical,Iris Wang,Kim Tan,2021-01-26,2021-02-21,Sprint 070,2021-02-25,3,loyalty-service,loyalty,Phase 3 Global Checkout,"3,checkout,jira,loyalty,loyalty-service",,,Risk: loyalty-service can cause checkout drop if coupon timeout fallback fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for loyalty-service; evidence links to ATLAS-2730.",Improves onboarding because new engineers can trace decision context.
ATLAS-2731,Risk,ATLAS-2681,Harden idempotency and retry behavior for analytics-pipeline,Done,High,Elena Petrova,Maya Chen,2021-01-24,2021-03-02,Sprint 069,2021-02-07,5,analytics-pipeline,data,Phase 3 Global Checkout,"3,analytics-pipeline,data,jira,metrics",,,Blocker: waiting on data contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for analytics-pipeline; evidence links to ATLAS-2731.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-2732,Task,ATLAS-2681,Document runbook for tax-service,Done,High,Anika Sharma,Samir Rao,2021-01-27,2021-02-18,Sprint 070,2021-02-17,5,tax-service,tax,Phase 3 Global Checkout,"3,jira,kt,tax,tax-service",,,Risk: tax-service can cause checkout drop if loyalty points accrual fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for tax-service; evidence links to ATLAS-2732.",Improves onboarding because new engineers can trace decision context.
ATLAS-2733,Story,ATLAS-2681,Document runbook for payment-orchestrator,Done,Low,Nora Singh,Fatima Noor,2021-01-25,2021-03-16,Sprint 070,2021-02-24,3,payment-orchestrator,payments,Phase 3 Global Checkout,"3,jira,metrics,payment-orchestrator,payments",,,Customer impact: support needs clear status if fraud rule evaluation breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for payment-orchestrator; evidence links to ATLAS-2733.",Closes audit gap for migration readiness and operational handoff.
ATLAS-2734,Story,ATLAS-2681,Add tracing and dashboard coverage for pricing-engine,Done,Medium,Kim Tan,Owen Brooks,2021-01-31,2021-02-17,Sprint 070,2021-03-17,1,pricing-engine,pricing,Phase 3 Global Checkout,"3,jira,pricing,pricing-engine,risk",PR-6734,,Risk: pricing-engine can cause checkout drop if tax quote consistency fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for pricing-engine; evidence links to PR-6734.",Improves checkout reliability and reduces manual support triage.
ATLAS-2735,Story,ATLAS-2681,Harden idempotency and retry behavior for checkout-api,Done,Critical,Luca Moretti,Harper Lee,2021-01-31,2021-03-05,Sprint 070,2021-03-17,3,checkout-api,backend,Phase 3 Global Checkout,"3,backend,checkout-api,handoff,jira",PR-6735,PD-2035,Risk: checkout-api can cause checkout drop if fraud rule evaluation fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for checkout-api; evidence links to PR-6735.",Improves checkout reliability and reduces manual support triage.
ATLAS-2736,Story,ATLAS-2681,Backfill data validation for checkout-api,Done,High,Ben Carter,Iris Wang,2021-01-26,2021-03-28,Sprint 070,2021-02-02,1,checkout-api,backend,Phase 3 Global Checkout,"3,backend,checkout-api,jira,metrics",PR-6736,PD-2036,"Action: add monitoring, rollback owner, and KT note for checkout-api.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for checkout-api; evidence links to PR-6736.",Improves checkout reliability and reduces manual support triage.
ATLAS-2737,Task,ATLAS-2681,Document runbook for order-ledger,Closed,High,Maya Chen,Priya Nair,2021-01-25,2021-02-15,Sprint 070,2021-02-24,8,order-ledger,orders,Phase 3 Global Checkout,"3,jira,order-ledger,orders,release",PR-6737,,"Action: add monitoring, rollback owner, and KT note for order-ledger.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for order-ledger; evidence links to PR-6737.",Protects conversion during peak campaigns and regional launches.
ATLAS-2738,Bug,ATLAS-2681,Fix feature flag rollout regression in search-recommendations,Closed,High,Theo Martin,Samir Rao,2021-02-02,2021-02-19,Sprint 070,2021-02-23,5,search-recommendations,search,Phase 3 Global Checkout,"3,jira,kt,search,search-recommendations",PR-6738,,Decision: owner Theo Martin to validate feature flag rollout with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for search-recommendations; evidence links to PR-6738.",Closes audit gap for migration readiness and operational handoff.
ATLAS-2739,Story,ATLAS-2681,Create rollback plan for pricing-engine,Done,High,Priya Nair,Jon Bell,2021-01-28,2021-04-03,Sprint 070,2021-02-18,13,pricing-engine,pricing,Phase 3 Global Checkout,"3,jira,metrics,pricing,pricing-engine",,,Risk: pricing-engine can cause checkout drop if loyalty points accrual fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for pricing-engine; evidence links to ATLAS-2739.",Closes audit gap for migration readiness and operational handoff.
ATLAS-2740,Bug,ATLAS-2681,Migrate tax-service dependency from legacy checkout,Closed,High,Mateo Garcia,Kim Tan,2021-01-31,2021-02-16,Sprint 070,2021-03-02,5,tax-service,tax,Phase 3 Global Checkout,"3,handoff,jira,tax,tax-service",PR-6740,,"Action: add monitoring, rollback owner, and KT note for tax-service.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for tax-service; evidence links to PR-6740.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-2741,Epic,ATLAS-2741,"Phase 3 Global Checkout: add localization, tax rules, currency, and fraud checks",Done,High,Ben Carter,Victor Silva,2021-02-03,2021-02-14,Sprint 070,2021-02-17,8,inventory-reservation,inventory,Phase 3 Global Checkout,"3,inventory,inventory-reservation,jira,risk",,,"Action: add monitoring, rollback owner, and KT note for inventory-reservation.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to ATLAS-2741.",Reduces incident response time by clarifying ownership and rollback.
