deployment_id,deployed_at,service,environment,repo,linked_pr,release_id,feature_flag,traffic_percent,status,release_captain,guardrail,linked_jira,notes
DEP-00609,2020-06-07,auth-gateway,stage,atlas-data,PR-5589,REL-2023.03,flag_auth_gateway_regional_launch,100,partial,Owen Brooks,manual approval,ATLAS-3383,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-00610,2020-06-07,payment-orchestrator,prod,atlas-web,PR-9392,REL-2021.02,flag_payment_orchestrator_mobile_session,10,partial,Anika Sharma,support volume guard,ATLAS-2264,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-00611,2020-06-09,payment-orchestrator,prod,atlas-mobile,PR-6489,REL-2024.3.11,flag_payment_orchestrator_mobile_session,1,rolled back,Anika Sharma,support volume guard,ATLAS-3807,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-00612,2020-06-09,tax-service,canary,atlas-observability,PR-5961,REL-2026.04,flag_tax_service_rollback_guard,100,paused,Noah Evans,database lag guard,ATLAS-6012,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-00613,2020-06-11,inventory-reservation,canary,atlas-mobile,PR-10948,REL-2020.1.19,flag_inventory_reservation_regional_launch,25,success,Ravi Patel,error budget guard,ATLAS-3771,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-00614,2020-06-11,inventory-reservation,prod,atlas-checkout,PR-6816,REL-2020.1.19,flag_inventory_reservation_regional_launch,5,monitoring,Ravi Patel,database lag guard,ATLAS-2673,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-00615,2020-06-13,pricing-engine,prod,atlas-payments,PR-5201,REL-2022.2.19,flag_pricing_engine_regional_launch,10,rolled back,Theo Martin,error budget guard,ATLAS-5411,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-00616,2020-06-16,auth-gateway,prod,atlas-orders,PR-10212,REL-2020.3.12,flag_auth_gateway_rollback_guard,10,monitoring,Aisha Khan,support volume guard,ATLAS-6164,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-00617,2020-06-17,auth-gateway,canary,atlas-payments,PR-9077,REL-2026.2.12,flag_auth_gateway_payment_retry,10,rolled back,Theo Martin,database lag guard,ATLAS-4095,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-00618,2020-06-16,payment-orchestrator,stage,atlas-orders,PR-5554,REL-2019.2.19,flag_payment_orchestrator_dual_run,50,partial,Yara Haddad,latency guard,ATLAS-4212,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-00619,2020-06-20,tax-service,canary,atlas-payments,PR-8925,REL-2024.11,flag_tax_service_payment_retry,10,success,Elena Petrova,database lag guard,ATLAS-2223,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-00620,2020-06-20,pricing-engine,canary,atlas-mobile,PR-11364,REL-2026.2.12,flag_pricing_engine_dual_run,1,rolled back,Nora Singh,support volume guard,ATLAS-3369,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-00621,2020-06-20,checkout-api,prod,atlas-data,PR-9726,REL-2025.1.13,flag_checkout_api_payment_retry,0,success,Jon Bell,latency guard,ATLAS-2220,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-00622,2020-06-23,analytics-pipeline,stage,atlas-observability,PR-12207,REL-2024.08,flag_analytics_pipeline_rollback_guard,100,success,Nora Singh,error budget guard,ATLAS-3937,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-00623,2020-06-23,order-ledger,stage,atlas-web,PR-10693,REL-2018.2.19,flag_order_ledger_mobile_session,10,success,Sara Novak,error budget guard,ATLAS-3354,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-00624,2020-06-26,search-recommendations,prod,atlas-orders,PR-11215,REL-2020.4.14,flag_search_recommendations_new_write_path,50,monitoring,Samir Rao,database lag guard,ATLAS-1660,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-00625,2020-06-27,cart-service,canary,atlas-observability,PR-7020,REL-2021.04,flag_cart_service_regional_launch,1,partial,Dmitri Volkov,manual approval,ATLAS-2236,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-00626,2020-06-28,order-ledger,stage,atlas-observability,PR-6669,REL-2020.2.2,flag_order_ledger_payment_retry,100,partial,Elena Petrova,support volume guard,ATLAS-4021,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-00627,2020-06-29,analytics-pipeline,stage,atlas-infra,PR-7045,REL-2024.4.13,flag_analytics_pipeline_payment_retry,100,partial,Luca Moretti,latency guard,ATLAS-2268,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-00628,2020-06-28,inventory-reservation,canary,atlas-web,PR-8209,REL-2021.1.19,flag_inventory_reservation_regional_launch,0,success,Jon Bell,database lag guard,ATLAS-5100,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-00629,2020-07-01,tax-service,prod,atlas-mobile,PR-8411,REL-2023.2.2,flag_tax_service_regional_launch,10,rolled back,Luca Moretti,manual approval,ATLAS-3357,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-00630,2020-07-03,notification-service,prod,atlas-infra,PR-8132,REL-2021.3.3,flag_notification_service_dual_run,25,monitoring,Ben Carter,error budget guard,ATLAS-3169,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-00631,2020-07-04,auth-gateway,stage,atlas-infra,PR-6476,REL-2023.2.9,flag_auth_gateway_mobile_session,1,monitoring,Nora Singh,support volume guard,ATLAS-1933,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-00632,2020-07-04,cart-service,canary,atlas-data,PR-6777,REL-2025.04,flag_cart_service_dual_run,75,paused,Iris Wang,latency guard,ATLAS-2898,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-00633,2020-07-04,pricing-engine,stage,atlas-observability,PR-9074,REL-2021.10,flag_pricing_engine_mobile_session,25,rolled back,Ravi Patel,manual approval,ATLAS-1240,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-00634,2020-07-06,tax-service,prod,atlas-infra,PR-8931,REL-2021.4.19,flag_tax_service_mobile_session,1,monitoring,Fatima Noor,manual approval,ATLAS-5679,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-00635,2020-07-08,analytics-pipeline,canary,atlas-orders,PR-9431,REL-2021.2.9,flag_analytics_pipeline_dual_run,25,success,Jon Bell,support volume guard,ATLAS-3051,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-00636,2020-07-09,payment-orchestrator,canary,atlas-mobile,PR-7332,REL-2020.12,flag_payment_orchestrator_mobile_session,1,rolled back,Nora Singh,support volume guard,ATLAS-2551,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-00637,2020-07-10,checkout-api,stage,atlas-checkout,PR-5229,REL-2019.1.9,flag_checkout_api_regional_launch,0,partial,Harper Lee,error budget guard,ATLAS-4356,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-00638,2020-07-12,cart-service,stage,atlas-web,PR-6160,REL-2018.2.13,flag_cart_service_rollback_guard,0,monitoring,Yara Haddad,manual approval,ATLAS-6193,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-00639,2020-07-14,loyalty-service,canary,atlas-orders,PR-8307,REL-2023.07,flag_loyalty_service_dual_run,25,partial,Ravi Patel,database lag guard,ATLAS-2555,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
DEP-00640,2020-07-14,cart-service,prod,atlas-web,PR-7364,REL-2021.03,flag_cart_service_new_write_path,0,paused,Grace Kim,database lag guard,ATLAS-4726,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-00641,2020-07-14,order-ledger,stage,atlas-data,PR-8531,REL-2024.4.8,flag_order_ledger_mobile_session,50,monitoring,Jon Bell,database lag guard,ATLAS-3096,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-00642,2020-07-17,auth-gateway,prod,atlas-payments,PR-12386,REL-2020.4.5,flag_auth_gateway_mobile_session,50,monitoring,Ben Carter,latency guard,ATLAS-2906,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-00643,2020-07-17,cart-service,prod,atlas-mobile,PR-7717,REL-2025.2.5,flag_cart_service_payment_retry,0,monitoring,Samir Rao,error budget guard,ATLAS-1973,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-00644,2020-07-18,analytics-pipeline,canary,atlas-observability,PR-12561,REL-2022.08,flag_analytics_pipeline_regional_launch,5,paused,Victor Silva,latency guard,ATLAS-4288,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-00645,2020-07-19,pricing-engine,canary,atlas-orders,PR-8775,REL-2020.3.5,flag_pricing_engine_rollback_guard,10,success,Nora Singh,support volume guard,ATLAS-3394,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-00646,2020-07-20,search-recommendations,canary,atlas-observability,PR-7467,REL-2022.10,flag_search_recommendations_dual_run,1,success,Owen Brooks,manual approval,ATLAS-1329,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-00647,2020-07-22,payment-orchestrator,stage,atlas-payments,PR-5554,REL-2021.4.15,flag_payment_orchestrator_dual_run,0,partial,Dmitri Volkov,manual approval,ATLAS-3261,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-00648,2020-07-23,inventory-reservation,stage,atlas-web,PR-9571,REL-2025.2.19,flag_inventory_reservation_mobile_session,100,paused,Aisha Khan,manual approval,ATLAS-5413,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-00649,2020-07-24,checkout-api,prod,atlas-payments,PR-11965,REL-2020.07,flag_checkout_api_regional_launch,1,rolled back,Ravi Patel,error budget guard,ATLAS-1615,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-00650,2020-07-27,payment-orchestrator,canary,atlas-data,PR-11996,REL-2025.2.17,flag_payment_orchestrator_regional_launch,0,partial,Mateo Garcia,support volume guard,ATLAS-5523,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-00651,2020-07-28,analytics-pipeline,canary,atlas-web,PR-5951,REL-2023.3.3,flag_analytics_pipeline_payment_retry,1,paused,Yara Haddad,manual approval,ATLAS-3714,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-00652,2020-07-29,checkout-api,prod,atlas-orders,PR-9412,REL-2025.3.10,flag_checkout_api_dual_run,10,paused,Maya Chen,manual approval,ATLAS-3110,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-00653,2020-07-31,inventory-reservation,prod,atlas-web,PR-5447,REL-2018.09,flag_inventory_reservation_regional_launch,5,paused,Ben Carter,support volume guard,ATLAS-1437,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-00654,2020-07-31,tax-service,stage,atlas-web,PR-9818,REL-2019.08,flag_tax_service_payment_retry,1,partial,Harper Lee,support volume guard,ATLAS-1122,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-00655,2020-08-01,tax-service,stage,atlas-infra,PR-10253,REL-2019.1.14,flag_tax_service_dual_run,100,success,Anika Sharma,support volume guard,ATLAS-5957,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-00656,2020-08-01,analytics-pipeline,prod,atlas-observability,PR-5149,REL-2024.3.17,flag_analytics_pipeline_mobile_session,75,partial,Iris Wang,latency guard,ATLAS-1017,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-00657,2020-08-05,payment-orchestrator,stage,atlas-checkout,PR-11293,REL-2020.1.15,flag_payment_orchestrator_rollback_guard,100,rolled back,Grace Kim,latency guard,ATLAS-5571,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-00658,2020-08-06,tax-service,prod,atlas-web,PR-6658,REL-2019.1.9,flag_tax_service_regional_launch,25,rolled back,Victor Silva,error budget guard,ATLAS-5864,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
