date,channel,sessions,conversion_pct,p95_latency_ms,p99_latency_ms,error_rate_pct,support_tickets,payment_retries,notes,linked_jira
2019-06-03,mobile-web,11710,76.74,642,1275,0.895,16,6,normal,ATLAS-1428
2019-06-03,partner-api,11254,76.12,697,1427,0.527,73,2,normal,ATLAS-3214
2019-06-03,store-kiosk,11144,78.26,672,1299,0.731,32,8,mobile regression,ATLAS-4528
2019-06-04,web,18298,74.67,596,1238,0.309,14,12,normal,ATLAS-3213
2019-06-04,ios,10018,75.79,727,1370,0.505,67,29,normal,ATLAS-2409
2019-06-04,android,10561,75.18,615,1304,0.601,26,0,incident watch,ATLAS-4367
2019-06-04,mobile-web,9813,75.28,626,1160,0.358,73,12,payment provider watch,ATLAS-1238
2019-06-04,partner-api,10732,78.1,587,1215,0.363,23,25,incident watch,ATLAS-2833
2019-06-04,store-kiosk,10299,77.79,703,1424,0.16,47,20,campaign,ATLAS-5834
2019-06-05,web,18383,74.95,702,1357,0.123,69,27,campaign,ATLAS-4123
2019-06-05,ios,11829,74.73,623,1334,0.01,38,7,release day,ATLAS-4280
2019-06-05,android,11183,75.55,710,1493,0.318,45,10,payment provider watch,ATLAS-6178
2019-06-05,mobile-web,10425,77.73,673,1258,0.127,52,24,release day,ATLAS-1243
2019-06-05,partner-api,9961,75.25,580,1169,0.355,70,7,payment provider watch,ATLAS-4233
2019-06-05,store-kiosk,10379,76.69,729,1513,0.832,18,21,mobile regression,ATLAS-4724
2019-06-06,web,19356,74.87,560,1139,0.577,25,0,incident watch,ATLAS-4978
2019-06-06,ios,11502,76.14,710,1474,0.352,9,30,incident watch,ATLAS-3545
2019-06-06,android,10804,77.49,648,1275,0.295,53,11,normal,ATLAS-2949
2019-06-06,mobile-web,10705,77.98,728,1506,0.6,8,5,campaign,ATLAS-1142
2019-06-06,partner-api,9862,76.72,587,1205,0.112,33,0,release day,ATLAS-3037
2019-06-06,store-kiosk,11709,76.07,592,1180,0.388,66,32,normal,ATLAS-5523
2019-06-07,web,20143,78.01,606,1114,0.441,19,1,release day,ATLAS-4619
2019-06-07,ios,11152,75.19,673,1354,0.744,68,14,payment provider watch,ATLAS-2018
2019-06-07,android,11841,75.05,599,1260,0.285,35,21,incident watch,ATLAS-1715
2019-06-07,mobile-web,10046,75.44,591,1154,0.536,6,0,campaign,ATLAS-2595
2019-06-07,partner-api,10573,76.22,690,1320,0.582,52,16,release day,ATLAS-2043
2019-06-07,store-kiosk,11923,78.42,620,1244,0.335,26,32,payment provider watch,ATLAS-4972
2019-06-08,web,17141,77.07,669,1282,0.262,62,11,payment provider watch,ATLAS-5003
2019-06-08,ios,10330,75.18,727,1506,0.01,55,15,campaign,ATLAS-4906
2019-06-08,android,11513,77.72,586,1230,0.404,44,3,campaign,ATLAS-6058
2019-06-08,mobile-web,10703,77.42,655,1334,0.439,34,25,campaign,ATLAS-3501
2019-06-08,partner-api,10936,77.97,750,1486,0.417,1,32,campaign,ATLAS-1774
2019-06-08,store-kiosk,11850,77.61,707,1336,0.878,2,20,release day,ATLAS-4531
2019-06-09,web,17809,78.53,565,1061,0.01,30,11,incident watch,ATLAS-5190
2019-06-09,ios,10584,74.85,645,1239,0.405,11,31,mobile regression,ATLAS-4310
2019-06-09,android,10086,75.99,584,1091,0.661,31,24,normal,ATLAS-5326
2019-06-09,mobile-web,11874,77.78,661,1321,0.983,70,10,mobile regression,ATLAS-6058
2019-06-09,partner-api,11988,77.5,749,1495,0.415,75,11,incident watch,ATLAS-6140
2019-06-09,store-kiosk,11360,75.07,575,1098,0.402,73,28,payment provider watch,ATLAS-2492
2019-06-10,web,20043,76.22,685,1426,0.336,66,9,payment provider watch,ATLAS-2793
2019-06-10,ios,11279,76.78,691,1446,0.465,75,7,mobile regression,ATLAS-1148
2019-06-10,android,11577,76.84,609,1296,0.261,10,31,normal,ATLAS-4216
2019-06-10,mobile-web,10883,75.41,574,1087,0.567,17,14,incident watch,ATLAS-3407
2019-06-10,partner-api,11038,77.7,727,1433,0.503,68,23,release day,ATLAS-3995
2019-06-10,store-kiosk,10526,74.4,729,1466,0.317,3,19,normal,ATLAS-1563
2019-06-11,web,19351,76.64,644,1337,0.613,68,13,mobile regression,ATLAS-4328
2019-06-11,ios,11539,75.65,612,1315,0.595,5,20,campaign,ATLAS-1680
2019-06-11,android,10018,76.97,649,1294,0.285,28,21,campaign,ATLAS-4261
2019-06-11,mobile-web,10930,74.59,683,1416,0.748,33,6,payment provider watch,ATLAS-2397
2019-06-11,partner-api,10511,75.67,596,1129,0.387,18,12,normal,ATLAS-3421
2019-06-11,store-kiosk,10221,74.75,742,1546,0.01,29,6,mobile regression,ATLAS-4407
2019-06-12,web,20347,76.08,731,1412,0.651,26,32,mobile regression,ATLAS-5889
2019-06-12,ios,9792,77.3,731,1400,0.541,13,19,incident watch,ATLAS-4527
2019-06-12,android,9937,77.5,692,1464,0.347,70,0,incident watch,ATLAS-4809
2019-06-12,mobile-web,10544,75.55,638,1258,0.124,24,2,release day,ATLAS-2094
2019-06-12,partner-api,11026,75.42,746,1484,0.769,58,17,mobile regression,ATLAS-4063
2019-06-12,store-kiosk,11367,77.63,730,1523,0.659,14,8,incident watch,ATLAS-1435
2019-06-13,web,19463,76.85,599,1151,0.754,14,14,normal,ATLAS-2287
2019-06-13,ios,11121,75.0,560,1205,0.877,71,15,normal,ATLAS-5377
2019-06-13,android,10501,76.65,579,1178,0.353,38,26,normal,ATLAS-2960
2019-06-13,mobile-web,9815,76.15,662,1288,0.615,34,8,campaign,ATLAS-5534
2019-06-13,partner-api,11219,75.37,587,1182,0.368,4,18,release day,ATLAS-1103
2019-06-13,store-kiosk,11497,74.61,585,1272,0.184,37,9,release day,ATLAS-5347
2019-06-14,web,19220,75.6,711,1410,0.142,25,30,campaign,ATLAS-3098
2019-06-14,ios,11231,78.53,601,1251,0.252,14,19,mobile regression,ATLAS-2317
2019-06-14,android,10867,77.58,575,1082,0.01,69,16,normal,ATLAS-4483
2019-06-14,mobile-web,10015,77.79,735,1487,0.527,11,0,incident watch,ATLAS-4194
2019-06-14,partner-api,10806,77.98,742,1445,0.603,24,31,campaign,ATLAS-3155
2019-06-14,store-kiosk,9877,75.61,639,1311,0.326,49,17,mobile regression,ATLAS-5079
2019-06-15,web,16925,75.83,612,1129,0.272,15,31,payment provider watch,ATLAS-5685
2019-06-15,ios,10188,77.72,693,1439,0.119,28,1,campaign,ATLAS-2136
2019-06-15,android,10175,76.39,729,1426,0.689,16,27,mobile regression,ATLAS-2048
2019-06-15,mobile-web,10238,78.3,576,1252,0.325,11,18,incident watch,ATLAS-5723
2019-06-15,partner-api,10047,75.17,674,1248,0.415,28,30,campaign,ATLAS-4762
2019-06-15,store-kiosk,10709,74.85,753,1493,0.701,38,13,campaign,ATLAS-3213
2019-06-16,web,19420,74.85,587,1193,0.208,44,20,release day,ATLAS-5851
2019-06-16,ios,11552,78.57,561,1040,0.521,60,30,release day,ATLAS-1323
2019-06-16,android,11081,76.53,604,1251,0.323,63,16,mobile regression,ATLAS-3490
2019-06-16,mobile-web,11830,75.49,749,1389,0.227,24,31,normal,ATLAS-1859
2019-06-16,partner-api,9795,76.19,641,1312,0.612,29,32,release day,ATLAS-6000
2019-06-16,store-kiosk,10477,75.32,603,1151,0.437,17,18,incident watch,ATLAS-2113
2019-06-17,web,20041,75.32,704,1475,0.78,72,16,campaign,ATLAS-4292
2019-06-17,ios,11239,77.59,586,1223,0.812,17,19,mobile regression,ATLAS-3314
2019-06-17,android,11089,77.69,731,1486,0.639,50,6,campaign,ATLAS-5634
2019-06-17,mobile-web,11808,78.32,709,1438,0.635,58,8,incident watch,ATLAS-3323
2019-06-17,partner-api,10666,77.09,733,1459,0.383,8,25,payment provider watch,ATLAS-2660
2019-06-17,store-kiosk,10817,76.8,564,1233,0.025,19,16,normal,ATLAS-5764
2019-06-18,web,18127,77.19,592,1123,0.375,25,29,release day,ATLAS-2184
2019-06-18,ios,11737,76.22,567,1081,0.305,56,10,campaign,ATLAS-1636
2019-06-18,android,11788,78.09,645,1218,0.434,39,27,release day,ATLAS-1641
2019-06-18,mobile-web,11429,75.09,607,1201,0.319,60,27,incident watch,ATLAS-6186
2019-06-18,partner-api,11249,76.1,684,1289,0.2,61,14,mobile regression,ATLAS-4338
2019-06-18,store-kiosk,10658,76.9,607,1215,0.01,75,7,normal,ATLAS-2419
2019-06-19,web,19803,77.18,611,1265,0.651,71,4,release day,ATLAS-2222
2019-06-19,ios,9877,77.24,701,1374,0.641,28,25,release day,ATLAS-5289
2019-06-19,android,11180,76.58,723,1326,0.324,58,32,payment provider watch,ATLAS-2556
2019-06-19,mobile-web,11607,76.23,726,1329,0.034,12,1,payment provider watch,ATLAS-4729
2019-06-19,partner-api,10943,76.51,579,1133,0.113,47,8,payment provider watch,ATLAS-3825
2019-06-19,store-kiosk,11682,76.8,725,1405,0.286,21,16,release day,ATLAS-3268
2019-06-20,web,18944,77.6,635,1249,0.555,51,6,incident watch,ATLAS-6154
2019-06-20,ios,11855,77.53,604,1189,0.455,56,9,release day,ATLAS-5733
2019-06-20,android,11486,75.64,611,1260,0.368,26,14,mobile regression,ATLAS-4088
2019-06-20,mobile-web,10452,75.69,611,1234,0.339,71,23,payment provider watch,ATLAS-1984
2019-06-20,partner-api,10429,76.63,663,1322,0.842,53,11,release day,ATLAS-4419
2019-06-20,store-kiosk,10272,76.6,730,1358,0.31,25,28,mobile regression,ATLAS-2971
2019-06-21,web,20383,77.24,587,1231,0.369,10,1,campaign,ATLAS-6148
2019-06-21,ios,11043,75.22,582,1146,0.841,9,12,mobile regression,ATLAS-4473
2019-06-21,android,10485,77.6,686,1330,0.072,46,0,campaign,ATLAS-1310
2019-06-21,mobile-web,11327,76.58,704,1289,0.469,49,15,payment provider watch,ATLAS-4789
2019-06-21,partner-api,10822,76.59,741,1502,0.256,41,21,campaign,ATLAS-4993
2019-06-21,store-kiosk,9900,77.45,562,1101,0.74,16,0,mobile regression,ATLAS-2723
2019-06-22,web,18936,77.57,644,1225,0.389,67,8,release day,ATLAS-4999
2019-06-22,ios,11929,75.8,752,1447,0.296,5,27,normal,ATLAS-5873
2019-06-22,android,10015,78.27,584,1141,0.598,2,28,normal,ATLAS-4812
2019-06-22,mobile-web,10146,75.63,699,1392,0.01,32,20,mobile regression,ATLAS-4582
2019-06-22,partner-api,10239,75.67,591,1247,0.215,42,13,release day,ATLAS-4214
2019-06-22,store-kiosk,10007,75.59,670,1306,0.438,62,26,normal,ATLAS-1316
2019-06-23,web,19488,75.63,607,1266,0.315,52,8,payment provider watch,ATLAS-4592
2019-06-23,ios,11244,77.81,596,1250,0.731,63,22,mobile regression,ATLAS-4458
2019-06-23,android,11538,76.49,569,1191,0.698,56,10,normal,ATLAS-1736
2019-06-23,mobile-web,11732,75.27,637,1342,0.075,25,13,release day,ATLAS-2643
2019-06-23,partner-api,11792,76.04,604,1198,0.64,58,23,campaign,ATLAS-2070
2019-06-23,store-kiosk,10527,75.24,715,1358,0.236,42,21,campaign,ATLAS-1353
2019-06-24,web,18011,75.53,574,1121,0.558,17,9,release day,ATLAS-5670
2019-06-24,ios,10485,76.94,683,1327,0.397,28,31,normal,ATLAS-4123
2019-06-24,android,11249,77.25,747,1414,0.469,29,20,campaign,ATLAS-6047
2019-06-24,mobile-web,9722,76.52,699,1396,0.079,39,16,incident watch,ATLAS-1733
2019-06-24,partner-api,10816,75.1,614,1269,0.086,17,20,normal,ATLAS-5972
2019-06-24,store-kiosk,9927,77.44,733,1502,0.796,58,3,incident watch,ATLAS-6101
2019-06-25,web,17125,76.25,758,1419,1.108,71,10,incident watch,ATLAS-6184
2019-06-25,ios,10643,76.41,672,1366,0.709,45,21,mobile regression,ATLAS-1867
2019-06-25,android,11046,76.28,755,1413,0.85,62,32,incident watch,ATLAS-2463
2019-06-25,mobile-web,10355,75.17,599,1128,0.334,7,31,mobile regression,ATLAS-1413
2019-06-25,partner-api,9997,76.64,647,1206,0.431,69,13,release day,ATLAS-2001
2019-06-25,store-kiosk,11008,75.84,704,1422,0.255,43,28,normal,ATLAS-2660
2019-06-26,web,17278,74.75,637,1320,0.624,61,16,mobile regression,ATLAS-5342
2019-06-26,ios,10480,77.86,586,1220,0.689,14,2,normal,ATLAS-3731
2019-06-26,android,11258,78.0,697,1390,0.663,68,6,mobile regression,ATLAS-5857
2019-06-26,mobile-web,11391,74.63,729,1355,0.315,59,20,mobile regression,ATLAS-3495
2019-06-26,partner-api,11255,76.9,615,1318,0.705,25,20,mobile regression,ATLAS-1302
2019-06-26,store-kiosk,11709,76.46,605,1164,0.858,12,1,incident watch,ATLAS-1338
2019-06-27,web,20379,74.73,707,1462,0.659,23,16,normal,ATLAS-3951
2019-06-27,ios,10491,75.56,709,1370,0.407,10,29,release day,ATLAS-4798
2019-06-27,android,11291,74.92,623,1190,0.464,54,23,payment provider watch,ATLAS-4893
2019-06-27,mobile-web,10779,75.08,746,1459,0.201,42,9,mobile regression,ATLAS-2046
2019-06-27,partner-api,10250,77.29,558,1054,0.806,30,22,campaign,ATLAS-4070
2019-06-27,store-kiosk,11095,78.18,593,1088,0.803,3,21,mobile regression,ATLAS-4215
2019-06-28,web,17914,78.13,578,1166,0.01,12,18,campaign,ATLAS-2507
2019-06-28,ios,9751,75.89,726,1482,0.179,54,16,release day,ATLAS-2835
2019-06-28,android,10153,76.42,565,1074,0.251,64,25,campaign,ATLAS-3010
2019-06-28,mobile-web,11174,77.65,633,1310,0.51,37,22,release day,ATLAS-5828
2019-06-28,partner-api,11870,75.51,690,1300,0.53,7,3,normal,ATLAS-2896
2019-06-28,store-kiosk,9995,77.97,621,1153,0.653,19,16,normal,ATLAS-2110
2019-06-29,web,17836,77.43,587,1209,0.17,36,25,campaign,ATLAS-1786
2019-06-29,ios,10348,77.23,717,1347,0.352,16,1,release day,ATLAS-1481
2019-06-29,android,11672,78.42,563,1044,0.445,18,15,normal,ATLAS-2117
2019-06-29,mobile-web,11384,76.12,699,1454,0.471,26,1,incident watch,ATLAS-4167
2019-06-29,partner-api,9917,77.03,682,1373,0.833,75,0,mobile regression,ATLAS-4521
2019-06-29,store-kiosk,11338,74.44,692,1393,0.44,55,13,payment provider watch,ATLAS-2830
2019-06-30,web,18900,76.74,610,1218,0.078,56,4,campaign,ATLAS-4148
2019-06-30,ios,10197,77.31,733,1466,0.086,58,0,release day,ATLAS-2923
2019-06-30,android,10588,75.18,748,1389,0.483,30,22,campaign,ATLAS-3371
2019-06-30,mobile-web,11628,78.19,718,1461,0.228,8,8,mobile regression,ATLAS-5983
2019-06-30,partner-api,10151,75.37,618,1190,0.141,17,15,campaign,ATLAS-5933
2019-06-30,store-kiosk,11695,77.86,620,1207,0.718,0,14,incident watch,ATLAS-5347
2019-07-01,web,18737,74.98,595,1263,0.879,7,4,payment provider watch,ATLAS-1069
2019-07-01,ios,9994,77.5,561,1111,0.42,42,32,payment provider watch,ATLAS-4433
2019-07-01,android,10059,76.34,719,1342,0.07,29,1,campaign,ATLAS-4588
2019-07-01,mobile-web,10222,75.65,745,1454,0.278,32,16,mobile regression,ATLAS-1723
2019-07-01,partner-api,11102,75.77,724,1347,1.159,16,20,release day,ATLAS-3546
2019-07-01,store-kiosk,10707,77.9,667,1319,0.498,9,12,incident watch,ATLAS-4745
2019-07-02,web,19728,75.82,610,1233,0.257,4,8,mobile regression,ATLAS-5417
2019-07-02,ios,11852,75.31,755,1478,0.341,65,5,incident watch,ATLAS-2033
2019-07-02,android,9791,77.6,715,1338,1.04,63,1,campaign,ATLAS-4742
2019-07-02,mobile-web,10513,75.1,684,1389,0.142,18,7,incident watch,ATLAS-4384
2019-07-02,partner-api,10363,76.03,621,1179,0.83,14,32,release day,ATLAS-5788
2019-07-02,store-kiosk,10194,77.4,747,1518,0.092,51,30,mobile regression,ATLAS-4640
2019-07-03,web,19458,75.44,750,1470,0.765,38,3,release day,ATLAS-4609
2019-07-03,ios,10402,76.55,758,1468,0.289,19,30,mobile regression,ATLAS-1276
2019-07-03,android,11347,77.04,625,1297,0.52,6,23,campaign,ATLAS-5050
2019-07-03,mobile-web,10915,74.39,725,1434,0.537,1,6,incident watch,ATLAS-3926
2019-07-03,partner-api,11318,74.98,732,1351,0.351,34,23,normal,ATLAS-4199
2019-07-03,store-kiosk,10483,77.53,748,1547,0.238,18,6,incident watch,ATLAS-4978
2019-07-04,web,19378,74.82,670,1425,0.414,65,0,mobile regression,ATLAS-2364
2019-07-04,ios,10302,74.61,752,1481,0.319,34,27,incident watch,ATLAS-4591
2019-07-04,android,10283,74.67,635,1319,0.76,39,2,release day,ATLAS-2566
2019-07-04,mobile-web,11805,76.13,738,1410,0.608,15,3,mobile regression,ATLAS-1071
2019-07-04,partner-api,11203,76.41,697,1374,0.236,38,27,normal,ATLAS-4195
2019-07-04,store-kiosk,10008,74.88,677,1238,0.585,41,17,incident watch,ATLAS-5933
2019-07-05,web,18169,76.49,616,1241,0.095,52,6,normal,ATLAS-2137
2019-07-05,ios,11194,75.39,633,1260,0.612,18,29,release day,ATLAS-5423
2019-07-05,android,10625,77.14,717,1467,0.329,61,17,mobile regression,ATLAS-5642
2019-07-05,mobile-web,10707,74.91,758,1390,0.051,14,21,release day,ATLAS-5084
2019-07-05,partner-api,10124,74.85,614,1213,0.164,74,21,mobile regression,ATLAS-5704
2019-07-05,store-kiosk,11664,75.29,625,1326,0.517,65,29,mobile regression,ATLAS-6088
2019-07-06,web,16920,76.4,649,1339,0.514,1,2,incident watch,ATLAS-2282
2019-07-06,ios,11171,74.64,567,1152,0.22,51,23,mobile regression,ATLAS-4843
2019-07-06,android,10709,75.73,730,1459,0.368,58,3,campaign,ATLAS-3448
2019-07-06,mobile-web,10348,77.36,628,1207,0.604,73,2,mobile regression,ATLAS-4527
2019-07-06,partner-api,10278,77.25,659,1307,0.464,42,22,release day,ATLAS-3979
2019-07-06,store-kiosk,11758,74.48,701,1352,0.464,32,24,mobile regression,ATLAS-5872
2019-07-07,web,20141,78.02,562,1221,0.247,21,0,release day,ATLAS-3060
2019-07-07,ios,10735,78.3,637,1259,0.546,60,31,mobile regression,ATLAS-2359
2019-07-07,android,11795,78.27,567,1058,0.772,10,13,campaign,ATLAS-1400
2019-07-07,mobile-web,9878,78.2,752,1431,0.408,64,15,incident watch,ATLAS-3719
2019-07-07,partner-api,11042,76.23,673,1297,0.412,36,21,payment provider watch,ATLAS-5197
2019-07-07,store-kiosk,9776,77.58,711,1408,0.322,14,2,mobile regression,ATLAS-3072
2019-07-08,web,16789,76.68,643,1277,0.749,61,8,normal,ATLAS-1671
2019-07-08,ios,11653,75.12,720,1334,0.432,62,26,campaign,ATLAS-2492
2019-07-08,android,9970,75.14,582,1124,0.416,15,29,incident watch,ATLAS-4589
2019-07-08,mobile-web,10003,78.21,567,1062,0.528,30,19,normal,ATLAS-5104
2019-07-08,partner-api,10825,77.63,709,1317,0.764,43,32,normal,ATLAS-4946
2019-07-08,store-kiosk,11720,74.62,756,1522,0.574,68,1,release day,ATLAS-1393
2019-07-09,web,19023,74.85,558,1209,0.344,21,9,payment provider watch,ATLAS-3971
2019-07-09,ios,10604,76.49,584,1211,0.444,25,28,normal,ATLAS-3488
2019-07-09,android,10062,78.2,683,1257,0.635,60,6,campaign,ATLAS-2406
2019-07-09,mobile-web,10691,76.19,594,1145,0.303,35,11,campaign,ATLAS-5483
2019-07-09,partner-api,11338,75.55,590,1173,0.233,58,12,release day,ATLAS-3764
2019-07-09,store-kiosk,11263,77.36,595,1096,0.109,32,21,payment provider watch,ATLAS-5690
2019-07-10,web,17703,78.52,609,1292,0.339,36,7,mobile regression,ATLAS-5910
2019-07-10,ios,10122,75.61,705,1428,0.452,62,32,incident watch,ATLAS-4890
2019-07-10,android,11577,77.62,672,1239,0.408,13,13,normal,ATLAS-4248
2019-07-10,mobile-web,10066,75.32,682,1344,0.1,28,24,release day,ATLAS-3378
2019-07-10,partner-api,10549,75.33,615,1280,0.577,2,23,normal,ATLAS-2414
2019-07-10,store-kiosk,10650,77.79,713,1380,0.285,0,23,campaign,ATLAS-2663
2019-07-11,web,18171,77.12,667,1405,0.822,25,19,release day,ATLAS-2470
2019-07-11,ios,11702,76.61,724,1493,0.376,69,12,incident watch,ATLAS-1149
2019-07-11,android,9777,76.06,707,1461,0.204,61,32,normal,ATLAS-2363
2019-07-11,mobile-web,11892,75.42,578,1092,0.348,10,30,campaign,ATLAS-1259
2019-07-11,partner-api,11215,77.12,662,1271,0.705,2,12,release day,ATLAS-3549
2019-07-11,store-kiosk,10765,76.87,734,1396,0.602,47,18,campaign,ATLAS-3693
2019-07-12,web,18482,76.92,737,1414,0.669,32,29,normal,ATLAS-5070
2019-07-12,ios,11225,77.7,677,1370,0.183,18,16,release day,ATLAS-4352
2019-07-12,android,11294,77.5,718,1422,0.477,71,25,incident watch,ATLAS-5162
2019-07-12,mobile-web,10743,77.23,560,1052,0.521,2,19,incident watch,ATLAS-4339
2019-07-12,partner-api,10056,77.98,580,1257,0.605,35,29,campaign,ATLAS-2250
2019-07-12,store-kiosk,11455,78.09,748,1449,0.836,11,14,payment provider watch,ATLAS-1601
2019-07-13,web,19041,75.43,740,1448,0.592,38,19,payment provider watch,ATLAS-2564
2019-07-13,ios,10639,77.7,608,1171,0.697,20,9,mobile regression,ATLAS-1401
2019-07-13,android,9851,75.39,714,1448,0.209,57,3,incident watch,ATLAS-2598
2019-07-13,mobile-web,11822,76.95,696,1471,0.484,27,32,normal,ATLAS-2891
2019-07-13,partner-api,11656,76.04,704,1291,0.413,15,20,mobile regression,ATLAS-3474
2019-07-13,store-kiosk,10650,75.4,758,1552,0.414,46,29,mobile regression,ATLAS-5036
2019-07-14,web,18742,76.72,748,1375,0.128,3,29,incident watch,ATLAS-3388
2019-07-14,ios,11758,77.02,742,1412,0.459,24,12,normal,ATLAS-5341
2019-07-14,android,11564,78.05,694,1455,0.211,4,18,incident watch,ATLAS-2293
2019-07-14,mobile-web,11741,76.42,594,1260,0.608,52,27,normal,ATLAS-5661
2019-07-14,partner-api,11824,75.4,694,1290,0.301,63,5,normal,ATLAS-2390
2019-07-14,store-kiosk,11982,77.72,587,1084,0.497,39,23,mobile regression,ATLAS-5701
2019-07-15,web,17450,76.42,719,1398,0.781,43,0,normal,ATLAS-1849
2019-07-15,ios,11265,74.46,690,1363,0.411,29,11,release day,ATLAS-1673
2019-07-15,android,10038,76.34,736,1485,0.605,69,16,payment provider watch,ATLAS-2746
2019-07-15,mobile-web,11106,74.76,596,1284,0.412,2,25,payment provider watch,ATLAS-3091
2019-07-15,partner-api,11992,75.54,751,1401,0.681,42,2,payment provider watch,ATLAS-2411
2019-07-15,store-kiosk,10270,76.25,704,1393,0.266,38,7,normal,ATLAS-2035
2019-07-16,web,17044,76.07,607,1117,0.354,34,14,normal,ATLAS-1890
2019-07-16,ios,11049,74.96,731,1445,0.608,5,20,release day,ATLAS-3403
2019-07-16,android,10344,78.35,686,1343,0.264,11,17,incident watch,ATLAS-2155
2019-07-16,mobile-web,10199,75.68,749,1522,0.535,73,2,normal,ATLAS-5049
2019-07-16,partner-api,11503,74.92,728,1338,0.652,67,25,payment provider watch,ATLAS-4607
2019-07-16,store-kiosk,11048,75.15,649,1342,0.207,45,20,payment provider watch,ATLAS-1795
2019-07-17,web,17850,77.3,696,1404,0.727,71,10,release day,ATLAS-4096
2019-07-17,ios,11290,74.88,676,1414,0.526,23,0,campaign,ATLAS-2836
2019-07-17,android,10550,76.55,720,1358,0.372,49,13,incident watch,ATLAS-5455
2019-07-17,mobile-web,10715,77.82,611,1308,0.379,2,32,payment provider watch,ATLAS-3942
2019-07-17,partner-api,10383,76.32,611,1148,0.423,71,27,incident watch,ATLAS-3667
2019-07-17,store-kiosk,10700,78.16,669,1277,0.175,12,22,release day,ATLAS-4068
2019-07-18,web,16750,76.53,647,1233,0.716,65,29,normal,ATLAS-2986
2019-07-18,ios,11619,76.11,580,1127,0.701,61,22,payment provider watch,ATLAS-6177
2019-07-18,android,11230,75.28,651,1199,0.599,48,1,normal,ATLAS-4472
2019-07-18,mobile-web,11193,75.32,753,1427,0.961,7,25,incident watch,ATLAS-6041
2019-07-18,partner-api,10272,75.65,595,1250,0.337,68,26,mobile regression,ATLAS-1722
