trace_id,jira_key,pr_id,incident_id,release_id,service,evidence_type,source_system,traceability_note
TRACE-00490,ATLAS-5974,PR-8826,PD-2768,REL-2021.07,order-ledger,decision,database,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00491,ATLAS-1608,PR-7066,,REL-2023.11,analytics-pipeline,decision,grafana,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00492,ATLAS-5297,PR-10849,PD-2744,REL-2023.1.0,inventory-reservation,db_health,github,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00493,ATLAS-5688,PR-6732,,REL-2022.10,search-recommendations,db_health,email,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00494,ATLAS-2981,PR-5510,,REL-2020.1.3,analytics-pipeline,risk,pagerduty,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00495,ATLAS-5007,PR-5599,PD-2818,REL-2023.12,loyalty-service,decision,confluence,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00496,ATLAS-2412,PR-8446,PD-2742,REL-2023.02,auth-gateway,runbook,database,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00497,ATLAS-5434,PR-11135,,REL-2021.4.19,cart-service,runbook,teams,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00498,ATLAS-3152,PR-11185,,REL-2020.1.5,auth-gateway,deployment,github,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00499,ATLAS-3154,PR-10186,,REL-2019.3.2,loyalty-service,metric,jira,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00500,ATLAS-3455,PR-10469,PD-2877,REL-2018.2.19,inventory-reservation,support_case,confluence,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00501,ATLAS-2736,PR-11970,,REL-2019.03,inventory-reservation,support_case,pagerduty,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00502,ATLAS-1582,PR-9172,,REL-2020.05,checkout-api,runbook,github,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00503,ATLAS-5281,PR-10215,,REL-2020.4.17,pricing-engine,db_health,database,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00504,ATLAS-5851,PR-6968,,REL-2019.4.2,checkout-api,deployment,teams,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00505,ATLAS-3184,PR-8033,,REL-2019.05,analytics-pipeline,deployment,jira,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00506,ATLAS-1197,PR-7218,,REL-2019.09,loyalty-service,runbook,database,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00507,ATLAS-5846,PR-7443,,REL-2025.4.4,cart-service,risk,grafana,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00508,ATLAS-4922,PR-6012,PD-2291,REL-2023.4.0,pricing-engine,business_requirement,support,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00509,ATLAS-4485,PR-12132,,REL-2022.4.14,loyalty-service,decision,database,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00510,ATLAS-4807,PR-9107,PD-2475,REL-2020.2.8,inventory-reservation,runbook,database,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00511,ATLAS-4563,PR-5286,,REL-2020.06,payment-orchestrator,deployment,database,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00512,ATLAS-2843,PR-7606,,REL-2021.2.3,tax-service,risk,database,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00513,ATLAS-5701,PR-5474,,REL-2023.3.7,checkout-api,decision,jira,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00514,ATLAS-1668,PR-7898,,REL-2025.07,auth-gateway,db_health,support,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00515,ATLAS-4756,PR-6248,PD-2559,REL-2025.4.2,inventory-reservation,db_health,support,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00516,ATLAS-1475,PR-8581,,REL-2025.1.11,inventory-reservation,business_requirement,github,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00517,ATLAS-5966,PR-10695,,REL-2020.3.0,search-recommendations,support_case,teams,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00518,ATLAS-3693,PR-9454,PD-2018,REL-2024.3.4,pricing-engine,deployment,database,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00519,ATLAS-2375,PR-12323,,REL-2020.3.11,tax-service,deployment,support,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00520,ATLAS-3059,PR-8316,,REL-2020.1.15,inventory-reservation,decision,grafana,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00521,ATLAS-3411,PR-10204,,REL-2019.11,search-recommendations,db_health,teams,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00522,ATLAS-2335,PR-9932,,REL-2022.02,inventory-reservation,decision,jira,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00523,ATLAS-1717,PR-11328,PD-2691,REL-2025.03,search-recommendations,business_requirement,jira,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00524,ATLAS-2775,PR-6647,PD-2671,REL-2024.3.6,tax-service,db_health,teams,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00525,ATLAS-2074,PR-6787,,REL-2024.09,notification-service,runbook,pagerduty,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00526,ATLAS-4715,PR-7473,,REL-2018.3.14,analytics-pipeline,runbook,jira,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00527,ATLAS-2237,PR-6843,,REL-2021.04,cart-service,decision,support,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00528,ATLAS-2236,PR-11447,,REL-2026.02,notification-service,deployment,database,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00529,ATLAS-2373,PR-10041,,REL-2020.4.2,cart-service,decision,email,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00530,ATLAS-2630,PR-12045,PD-2806,REL-2025.11,tax-service,deployment,email,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00531,ATLAS-1866,PR-7830,PD-2844,REL-2023.11,checkout-api,metric,github,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00532,ATLAS-2360,PR-11570,,REL-2022.2.15,payment-orchestrator,runbook,support,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00533,ATLAS-5762,PR-5967,,REL-2019.1.14,auth-gateway,deployment,confluence,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00534,ATLAS-5439,PR-5208,,REL-2025.4.8,loyalty-service,risk,database,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00535,ATLAS-3174,PR-12359,PD-2082,REL-2022.2.19,notification-service,support_case,jira,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00536,ATLAS-5253,PR-11569,PD-2246,REL-2025.2.3,tax-service,decision,support,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00537,ATLAS-2047,PR-7832,,REL-2023.2.12,loyalty-service,deployment,jira,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00538,ATLAS-2341,PR-12035,,REL-2023.05,loyalty-service,business_requirement,github,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00539,ATLAS-2651,PR-10694,,REL-2021.3.3,pricing-engine,db_health,teams,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00540,ATLAS-5830,PR-5808,,REL-2023.07,payment-orchestrator,metric,pagerduty,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00541,ATLAS-4773,PR-5845,,REL-2025.3.2,checkout-api,risk,email,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00542,ATLAS-2501,PR-6477,,REL-2021.08,loyalty-service,decision,teams,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00543,ATLAS-4700,PR-9974,,REL-2025.03,notification-service,risk,confluence,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
