incident_id,started_at,resolved_at,duration_minutes,severity,service,incident_commander,on_call_engineer,status,root_cause,customer_impact,linked_jira,linked_pr,action_items
PD-2339,2021-05-29,2021-05-29,120,SEV2,checkout-api,Mateo Garcia,Priya Nair,resolved,payment provider timeout,orders delayed,ATLAS-4753,PR-5492,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2340,2021-05-30,2021-05-30,157,SEV2,payment-orchestrator,Harper Lee,Aisha Khan,postmortem complete,bad deployment,latency spike,ATLAS-3185,PR-10092,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2341,2021-06-04,2021-06-04,9,SEV3,auth-gateway,Owen Brooks,Theo Martin,postmortem complete,queue backlog,checkout errors increased,ATLAS-1740,PR-12205,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2342,2021-06-09,2021-06-09,57,SEV3,tax-service,Elena Petrova,Owen Brooks,postmortem complete,queue backlog,support ticket volume increased,ATLAS-5673,PR-8789,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2343,2021-06-11,2021-06-11,60,SEV3,search-recommendations,Owen Brooks,Priya Nair,postmortem complete,bad deployment,no customer impact detected,ATLAS-1768,PR-6878,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2344,2021-06-12,2021-06-12,74,SEV3,notification-service,Anika Sharma,Iris Wang,postmortem complete,feature flag misconfiguration,checkout errors increased,ATLAS-2013,PR-5935,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2345,2021-06-16,2021-06-16,5,SEV4,order-ledger,Grace Kim,Yara Haddad,postmortem complete,database connection saturation,no customer impact detected,ATLAS-3569,PR-10791,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2346,2021-06-21,2021-06-21,10,SEV3,pricing-engine,Jon Bell,Priya Nair,postmortem complete,tax provider latency,payment retries increased,ATLAS-3547,PR-8254,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2347,2021-06-25,2021-06-25,29,SEV4,payment-orchestrator,Grace Kim,Dmitri Volkov,resolved,inventory reservation deadlock,latency spike,ATLAS-3919,PR-7126,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2348,2021-06-28,2021-06-28,192,SEV1,analytics-pipeline,Sara Novak,Nora Singh,resolved,payment provider timeout,payment retries increased,ATLAS-5901,PR-10644,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2349,2021-06-30,2021-06-30,103,SEV2,inventory-reservation,Grace Kim,Yara Haddad,follow-up open,cache stampede,support ticket volume increased,ATLAS-4653,PR-7652,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2350,2021-07-01,2021-07-01,5,SEV4,auth-gateway,Maya Chen,Ravi Patel,resolved,database connection saturation,latency spike,ATLAS-5183,PR-7320,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2351,2021-07-04,2021-07-04,5,SEV3,auth-gateway,Nora Singh,Aisha Khan,postmortem complete,payment provider timeout,orders delayed,ATLAS-2416,PR-5031,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2352,2021-07-11,2021-07-11,158,SEV1,checkout-api,Elena Petrova,Dmitri Volkov,follow-up open,inventory reservation deadlock,payment retries increased,ATLAS-1986,PR-10982,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2353,2021-07-12,2021-07-12,96,SEV2,cart-service,Nora Singh,Ben Carter,postmortem complete,database connection saturation,checkout errors increased,ATLAS-2076,PR-8435,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2354,2021-07-18,2021-07-18,18,SEV4,cart-service,Priya Nair,Kim Tan,follow-up open,cache stampede,latency spike,ATLAS-2023,PR-9445,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2355,2021-07-18,2021-07-18,64,SEV3,search-recommendations,Harper Lee,Sara Novak,resolved,feature flag misconfiguration,checkout errors increased,ATLAS-3848,PR-6842,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2356,2021-07-24,2021-07-24,31,SEV4,loyalty-service,Dmitri Volkov,Aisha Khan,postmortem complete,payment provider timeout,checkout errors increased,ATLAS-5861,PR-8106,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2357,2021-07-25,2021-07-25,50,SEV4,notification-service,Priya Nair,Priya Nair,resolved,database connection saturation,latency spike,ATLAS-1618,PR-10839,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2358,2021-07-28,2021-07-28,42,SEV3,payment-orchestrator,Sara Novak,Ben Carter,postmortem complete,queue backlog,support ticket volume increased,ATLAS-4103,PR-10050,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2359,2021-08-03,2021-08-03,59,SEV3,order-ledger,Fatima Noor,Nora Singh,resolved,inventory reservation deadlock,orders delayed,ATLAS-2898,PR-7104,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2360,2021-08-05,2021-08-05,5,SEV4,analytics-pipeline,Victor Silva,Yara Haddad,follow-up open,schema migration lock,checkout errors increased,ATLAS-3972,PR-10936,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2361,2021-08-07,2021-08-07,98,SEV3,analytics-pipeline,Owen Brooks,Noah Evans,resolved,inventory reservation deadlock,checkout errors increased,ATLAS-1447,PR-5533,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2362,2021-08-09,2021-08-09,51,SEV3,payment-orchestrator,Owen Brooks,Elena Petrova,follow-up open,schema migration lock,orders delayed,ATLAS-3238,PR-5006,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2363,2021-08-12,2021-08-12,5,SEV4,cart-service,Maya Chen,Anika Sharma,resolved,cache stampede,support ticket volume increased,ATLAS-1226,PR-5102,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2364,2021-08-16,2021-08-16,15,SEV4,notification-service,Victor Silva,Noah Evans,postmortem complete,bad deployment,support ticket volume increased,ATLAS-2909,PR-5466,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2365,2021-08-18,2021-08-18,87,SEV2,loyalty-service,Anika Sharma,Fatima Noor,postmortem complete,cache stampede,no customer impact detected,ATLAS-3668,PR-10695,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2366,2021-08-26,2021-08-26,102,SEV2,pricing-engine,Jon Bell,Dmitri Volkov,postmortem complete,database connection saturation,latency spike,ATLAS-4400,PR-10514,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2367,2021-08-29,2021-08-29,54,SEV3,notification-service,Iris Wang,Mateo Garcia,resolved,tax provider latency,latency spike,ATLAS-2265,PR-10322,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2368,2021-09-01,2021-09-01,6,SEV4,auth-gateway,Grace Kim,Theo Martin,resolved,cache stampede,payment retries increased,ATLAS-1924,PR-8576,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2369,2021-09-02,2021-09-02,120,SEV2,pricing-engine,Priya Nair,Maya Chen,postmortem complete,payment provider timeout,checkout errors increased,ATLAS-6039,PR-10029,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2370,2021-09-06,2021-09-06,11,SEV3,notification-service,Maya Chen,Owen Brooks,postmortem complete,schema migration lock,support ticket volume increased,ATLAS-5709,PR-12069,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2371,2021-09-10,2021-09-10,33,SEV4,auth-gateway,Owen Brooks,Owen Brooks,postmortem complete,feature flag misconfiguration,orders delayed,ATLAS-1816,PR-5701,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2372,2021-09-10,2021-09-10,65,SEV3,cart-service,Owen Brooks,Yara Haddad,resolved,queue backlog,payment retries increased,ATLAS-3726,PR-12514,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2373,2021-09-13,2021-09-13,16,SEV4,search-recommendations,Iris Wang,Maya Chen,resolved,bad deployment,no customer impact detected,ATLAS-2599,PR-6831,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2374,2021-09-18,2021-09-18,28,SEV4,inventory-reservation,Anika Sharma,Luca Moretti,postmortem complete,payment provider timeout,latency spike,ATLAS-4667,PR-7495,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2375,2021-09-24,2021-09-24,5,SEV4,notification-service,Samir Rao,Noah Evans,resolved,tax provider latency,checkout errors increased,ATLAS-6025,PR-6671,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2376,2021-09-24,2021-09-24,57,SEV3,checkout-api,Maya Chen,Yara Haddad,resolved,tax provider latency,payment retries increased,ATLAS-2764,PR-11253,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2377,2021-09-28,2021-09-28,78,SEV3,inventory-reservation,Ravi Patel,Fatima Noor,postmortem complete,schema migration lock,orders delayed,ATLAS-4656,PR-9145,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2378,2021-10-02,2021-10-02,29,SEV4,inventory-reservation,Ben Carter,Ravi Patel,postmortem complete,bad deployment,latency spike,ATLAS-4349,PR-10946,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2379,2021-10-04,2021-10-04,8,SEV3,notification-service,Noah Evans,Maya Chen,postmortem complete,feature flag misconfiguration,latency spike,ATLAS-6041,PR-11703,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2380,2021-10-09,2021-10-09,103,SEV3,inventory-reservation,Noah Evans,Harper Lee,follow-up open,payment provider timeout,orders delayed,ATLAS-3513,PR-8488,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2381,2021-10-10,2021-10-10,12,SEV4,tax-service,Victor Silva,Aisha Khan,postmortem complete,tax provider latency,latency spike,ATLAS-5674,PR-9696,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2382,2021-10-13,2021-10-13,156,SEV2,checkout-api,Samir Rao,Anika Sharma,resolved,database connection saturation,support ticket volume increased,ATLAS-1152,PR-7984,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2383,2021-10-18,2021-10-18,5,SEV4,payment-orchestrator,Grace Kim,Nora Singh,resolved,bad deployment,checkout errors increased,ATLAS-2690,PR-7454,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2384,2021-10-19,2021-10-19,6,SEV3,analytics-pipeline,Samir Rao,Priya Nair,resolved,bad deployment,payment retries increased,ATLAS-5513,PR-9523,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2385,2021-10-25,2021-10-25,6,SEV4,search-recommendations,Nora Singh,Grace Kim,resolved,feature flag misconfiguration,checkout errors increased,ATLAS-5752,PR-9212,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2386,2021-10-27,2021-10-27,119,SEV2,tax-service,Grace Kim,Elena Petrova,resolved,cache stampede,checkout errors increased,ATLAS-4744,PR-7027,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2387,2021-10-30,2021-10-30,5,SEV4,tax-service,Theo Martin,Dmitri Volkov,postmortem complete,database connection saturation,checkout errors increased,ATLAS-4761,PR-8733,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2388,2021-11-01,2021-11-01,24,SEV4,search-recommendations,Nora Singh,Nora Singh,postmortem complete,feature flag misconfiguration,payment retries increased,ATLAS-4002,PR-10550,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2389,2021-11-05,2021-11-05,22,SEV4,payment-orchestrator,Fatima Noor,Elena Petrova,postmortem complete,inventory reservation deadlock,no customer impact detected,ATLAS-2548,PR-8785,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2390,2021-11-11,2021-11-11,96,SEV2,auth-gateway,Anika Sharma,Iris Wang,resolved,tax provider latency,no customer impact detected,ATLAS-1694,PR-7645,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2391,2021-11-10,2021-11-10,56,SEV3,search-recommendations,Jon Bell,Grace Kim,follow-up open,database connection saturation,checkout errors increased,ATLAS-3145,PR-8547,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2392,2021-11-16,2021-11-16,5,SEV3,order-ledger,Kim Tan,Priya Nair,resolved,payment provider timeout,support ticket volume increased,ATLAS-3412,PR-10925,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
