support_id,created_at,customer,customer_tier,category,severity,service,status,owner,linked_jira,linked_incident,sentiment,summary,next_action
SUP-700403,2019-08-26,Harbor Books,enterprise,performance complaint,low,search-recommendations,open,Mateo Garcia,ATLAS-3250,PD-2662,negative,"Customer reported performance complaint around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700404,2019-08-26,Northstar Retail,enterprise,mobile session timeout,low,checkout-api,monitoring,Victor Silva,ATLAS-5307,,positive,"Customer reported mobile session timeout around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700405,2019-08-29,Atlas Demo Customer,mid-market,tax mismatch,low,tax-service,monitoring,Harper Lee,ATLAS-2403,,neutral,"Customer reported tax mismatch around tax-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700406,2019-08-30,FreshNest Grocery,enterprise,payment retry,low,notification-service,monitoring,Luca Moretti,ATLAS-3503,,anxious,"Customer reported payment retry around notification-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700407,2019-08-30,Vertex Outlet,self-serve,mobile session timeout,high,order-ledger,pending engineering,Nora Singh,ATLAS-4223,,negative,"Customer reported mobile session timeout around order-ledger. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700408,2019-08-29,Harbor Books,internal,loyalty points missing,low,pricing-engine,monitoring,Fatima Noor,ATLAS-4496,,positive,"Customer reported loyalty points missing around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700409,2019-08-31,Atlas Demo Customer,enterprise,coupon issue,medium,loyalty-service,escalated,Owen Brooks,ATLAS-5405,PD-2331,blocked,"Customer reported coupon issue around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700410,2019-08-31,BluePeak Apparel,enterprise,coupon issue,low,tax-service,monitoring,Anika Sharma,ATLAS-5637,,neutral,"Customer reported coupon issue around tax-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700411,2019-09-02,BrightCart EU,self-serve,coupon issue,medium,loyalty-service,solved,Theo Martin,ATLAS-4335,,anxious,"Customer reported coupon issue around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700412,2019-09-06,BluePeak Apparel,enterprise,order confirmation delay,medium,loyalty-service,open,Priya Nair,ATLAS-1339,PD-2637,anxious,"Customer reported order confirmation delay around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700413,2019-09-07,Luna Home,internal,mobile session timeout,medium,analytics-pipeline,pending engineering,Elena Petrova,ATLAS-2067,PD-2779,neutral,"Customer reported mobile session timeout around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700414,2019-09-08,Summit Sports,enterprise,order confirmation delay,low,order-ledger,pending engineering,Anika Sharma,ATLAS-5846,,blocked,"Customer reported order confirmation delay around order-ledger. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700415,2019-09-08,Cedar Pharmacy,internal,mobile session timeout,medium,tax-service,solved,Noah Evans,ATLAS-2470,,anxious,"Customer reported mobile session timeout around tax-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700416,2019-09-07,Vertex Outlet,enterprise,payment retry,low,payment-orchestrator,solved,Ravi Patel,ATLAS-4533,,neutral,"Customer reported payment retry around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700417,2019-09-10,BluePeak Apparel,internal,performance complaint,medium,tax-service,monitoring,Grace Kim,ATLAS-1271,PD-2850,anxious,"Customer reported performance complaint around tax-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700418,2019-09-12,BluePeak Apparel,mid-market,coupon issue,high,auth-gateway,monitoring,Owen Brooks,ATLAS-3264,,neutral,"Customer reported coupon issue around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700419,2019-09-11,Luna Home,mid-market,mobile session timeout,medium,analytics-pipeline,open,Iris Wang,ATLAS-5898,,negative,"Customer reported mobile session timeout around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700420,2019-09-13,Atlas Demo Customer,mid-market,order confirmation delay,high,analytics-pipeline,open,Luca Moretti,ATLAS-3972,PD-2233,positive,"Customer reported order confirmation delay around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700421,2019-09-16,Luna Home,mid-market,inventory mismatch,high,auth-gateway,escalated,Noah Evans,ATLAS-5270,PD-2164,neutral,"Customer reported inventory mismatch around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700422,2019-09-15,Northstar Retail,mid-market,performance complaint,low,payment-orchestrator,open,Nora Singh,ATLAS-2222,PD-2044,neutral,"Customer reported performance complaint around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700423,2019-09-15,Vertex Outlet,mid-market,checkout failure,low,tax-service,escalated,Kim Tan,ATLAS-1963,,anxious,"Customer reported checkout failure around tax-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700424,2019-09-16,Northstar Retail,enterprise,inventory mismatch,high,auth-gateway,monitoring,Iris Wang,ATLAS-1382,,anxious,"Customer reported inventory mismatch around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700425,2019-09-17,Harbor Books,enterprise,inventory mismatch,medium,order-ledger,escalated,Owen Brooks,ATLAS-1551,,positive,"Customer reported inventory mismatch around order-ledger. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-700426,2019-09-21,Cedar Pharmacy,self-serve,coupon issue,medium,auth-gateway,open,Kim Tan,ATLAS-2652,PD-2666,neutral,"Customer reported coupon issue around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
