experiment_id,start_date,quarter,channel,service,experiment_name,status,sample_size,control_conversion_pct,variant_conversion_pct,lift_pct,operational_note,linked_jira,decision_note
EXP-00788,2020-10-27,2020-Q4,android,notification-service,payment retry UX,won,66249,89.17,90.05,0.88,support tickets increased,ATLAS-3826,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00789,2020-10-28,2020-Q4,web,notification-service,address validation,running,126541,85.89,88.17,2.28,conversion improved,ATLAS-3671,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00790,2020-10-29,2020-Q4,partner-api,order-ledger,address validation,inconclusive,213214,73.2,71.96,-1.24,support tickets increased,ATLAS-5925,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00791,2020-10-30,2020-Q4,android,analytics-pipeline,payment retry UX,running,142415,86.97,87.19,0.22,support tickets increased,ATLAS-1809,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00792,2020-10-31,2020-Q4,mobile-web,cart-service,address validation,running,177799,75.57,77.97,2.4,no clear impact,ATLAS-3583,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00793,2020-11-01,2020-Q4,android,analytics-pipeline,one-click reorder,lost,177172,83.89,84.2,0.31,conversion improved,ATLAS-3094,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00794,2020-11-03,2020-Q4,ios,loyalty-service,loyalty prompt,running,119157,90.65,89.71,-0.95,latency increased,ATLAS-3392,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00795,2020-11-04,2020-Q4,store-kiosk,notification-service,payment retry UX,lost,117251,77.24,82.75,5.51,support tickets increased,ATLAS-4113,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00796,2020-11-05,2020-Q4,partner-api,auth-gateway,inventory warning,won,27951,80.53,78.67,-1.86,support tickets increased,ATLAS-1171,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00797,2020-11-06,2020-Q4,partner-api,inventory-reservation,coupon fallback,running,17578,85.05,86.69,1.64,support tickets increased,ATLAS-1934,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00798,2020-11-07,2020-Q4,store-kiosk,inventory-reservation,checkout button copy,won,48277,76.64,80.22,3.59,latency increased,ATLAS-6162,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00799,2020-11-08,2020-Q4,store-kiosk,tax-service,checkout button copy,rolled back,91961,75.01,75.79,0.78,conversion improved,ATLAS-5723,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00800,2020-11-09,2020-Q4,mobile-web,auth-gateway,loyalty prompt,draft,194073,73.67,74.75,1.08,latency increased,ATLAS-3744,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00801,2020-11-10,2020-Q4,store-kiosk,search-recommendations,inventory warning,rolled back,179772,88.79,87.01,-1.78,no clear impact,ATLAS-2476,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00802,2020-11-11,2020-Q4,partner-api,pricing-engine,tax quote cache,inconclusive,123373,78.0,77.74,-0.26,no clear impact,ATLAS-2785,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00803,2020-11-13,2020-Q4,ios,payment-orchestrator,payment retry UX,inconclusive,104369,83.65,84.57,0.92,no clear impact,ATLAS-1674,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00804,2020-11-14,2020-Q4,mobile-web,analytics-pipeline,loyalty prompt,won,165211,73.29,75.23,1.94,conversion improved,ATLAS-4019,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00805,2020-11-15,2020-Q4,store-kiosk,auth-gateway,tax quote cache,lost,143433,77.71,79.58,1.87,support tickets increased,ATLAS-1400,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00806,2020-11-16,2020-Q4,mobile-web,pricing-engine,payment retry UX,inconclusive,123457,84.84,87.2,2.36,latency increased,ATLAS-1201,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00807,2020-11-17,2020-Q4,ios,pricing-engine,coupon fallback,lost,82083,89.63,93.0,3.37,conversion improved,ATLAS-5651,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00808,2020-11-18,2020-Q4,store-kiosk,inventory-reservation,tax quote cache,rolled back,187110,73.98,75.96,1.98,support tickets increased,ATLAS-1115,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00809,2020-11-19,2020-Q4,mobile-web,search-recommendations,loyalty prompt,rolled back,204767,84.81,84.01,-0.8,conversion improved,ATLAS-4452,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00810,2020-11-20,2020-Q4,partner-api,search-recommendations,loyalty prompt,running,235673,79.48,76.88,-2.6,latency increased,ATLAS-1367,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00811,2020-11-22,2020-Q4,ios,notification-service,checkout button copy,draft,150800,75.52,75.84,0.32,support tickets increased,ATLAS-3612,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00812,2020-11-23,2020-Q4,store-kiosk,checkout-api,address validation,running,46564,84.43,84.08,-0.35,conversion improved,ATLAS-1323,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00813,2020-11-24,2020-Q4,android,search-recommendations,tax quote cache,lost,169695,85.53,88.04,2.51,conversion improved,ATLAS-2110,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00814,2020-11-25,2020-Q4,mobile-web,loyalty-service,one-click reorder,lost,102599,81.92,84.98,3.06,latency increased,ATLAS-5225,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00815,2020-11-26,2020-Q4,android,cart-service,inventory warning,lost,149162,72.65,67.06,-5.59,no clear impact,ATLAS-5805,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00816,2020-11-27,2020-Q4,ios,loyalty-service,address validation,won,128067,77.39,78.83,1.44,support tickets increased,ATLAS-1129,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00817,2020-11-28,2020-Q4,store-kiosk,order-ledger,payment retry UX,won,49073,84.74,85.56,0.83,latency neutral,ATLAS-4151,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00818,2020-11-29,2020-Q4,web,order-ledger,loyalty prompt,inconclusive,9409,90.03,87.99,-2.04,latency increased,ATLAS-5925,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00819,2020-11-30,2020-Q4,mobile-web,order-ledger,tax quote cache,rolled back,230147,79.4,79.42,0.02,support tickets increased,ATLAS-2346,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00820,2020-12-02,2020-Q4,store-kiosk,order-ledger,tax quote cache,won,155104,72.86,74.69,1.83,latency increased,ATLAS-4897,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00821,2020-12-03,2020-Q4,web,payment-orchestrator,checkout button copy,lost,229439,72.27,74.46,2.19,support tickets increased,ATLAS-6120,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00822,2020-12-04,2020-Q4,web,auth-gateway,loyalty prompt,won,89054,72.03,74.71,2.68,latency increased,ATLAS-1557,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00823,2020-12-05,2020-Q4,web,analytics-pipeline,tax quote cache,draft,57160,74.07,74.27,0.2,support tickets increased,ATLAS-1971,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00824,2020-12-06,2020-Q4,web,loyalty-service,inventory warning,won,29267,74.12,76.59,2.47,conversion improved,ATLAS-2439,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00825,2020-12-07,2020-Q4,store-kiosk,inventory-reservation,coupon fallback,lost,10561,76.55,73.87,-2.68,support tickets increased,ATLAS-1403,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00826,2020-12-08,2020-Q4,mobile-web,order-ledger,tax quote cache,inconclusive,83547,87.87,87.14,-0.74,latency neutral,ATLAS-3849,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00827,2020-12-09,2020-Q4,android,auth-gateway,one-click reorder,running,199450,89.29,89.92,0.63,no clear impact,ATLAS-3189,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00828,2020-12-11,2020-Q4,web,tax-service,checkout button copy,lost,163720,90.46,93.53,3.08,conversion improved,ATLAS-4151,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00829,2020-12-12,2020-Q4,web,payment-orchestrator,inventory warning,draft,186216,88.6,89.45,0.85,support tickets increased,ATLAS-2616,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00830,2020-12-13,2020-Q4,store-kiosk,cart-service,loyalty prompt,won,80768,74.04,76.17,2.13,no clear impact,ATLAS-1626,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00831,2020-12-14,2020-Q4,web,order-ledger,address validation,draft,32606,82.72,84.3,1.58,support tickets increased,ATLAS-1018,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00832,2020-12-15,2020-Q4,web,loyalty-service,checkout button copy,won,121563,87.71,86.87,-0.84,no clear impact,ATLAS-4800,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00833,2020-12-16,2020-Q4,mobile-web,pricing-engine,inventory warning,lost,124154,90.27,88.04,-2.23,no clear impact,ATLAS-3312,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00834,2020-12-17,2020-Q4,android,notification-service,inventory warning,running,198612,88.28,87.82,-0.46,latency neutral,ATLAS-3147,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00835,2020-12-18,2020-Q4,ios,cart-service,address validation,lost,146341,87.33,89.12,1.79,support tickets increased,ATLAS-1567,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00836,2020-12-19,2020-Q4,web,cart-service,tax quote cache,inconclusive,201908,81.05,80.92,-0.13,no clear impact,ATLAS-6068,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00837,2020-12-21,2020-Q4,store-kiosk,tax-service,one-click reorder,inconclusive,214099,79.62,77.28,-2.34,support tickets increased,ATLAS-5637,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-00838,2020-12-22,2020-Q4,web,analytics-pipeline,checkout button copy,lost,60632,85.77,87.68,1.9,support tickets increased,ATLAS-1518,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
